Gene,Log2FC,MeanExpr,t_stat,p_value,adj_pval,B_stat
ABCC5,-0.0015457297463375634,6.609550331954648,-0.05309347819274151,0.957728771424478,0.9897353314726584,-6.23722038708213
ABCC6,-0.015278570097756707,5.300763842888889,-1.7339902242749774,0.08499474239152024,0.3883890845152645,-4.796753828571368
ABCC6P1,-0.008998427236263493,5.3789153652585036,-0.52065988331799,0.6033790309747395,0.8522062023659039,-6.107353686788507
ABCC6P2,0.013222859103022134,5.551847167034014,0.7393234702565512,0.4608774453304938,0.7701884913748647,-5.974232466452327
ABCC8,-0.020589154703296628,4.977365331088436,-1.1826382310346246,0.2388422509889159,0.5950171695984534,-5.56415907064884
ABCC9,0.02044328210805853,5.326319015376417,1.5588620548783811,0.1211572701193453,0.4521354892222656,-5.070974096640907
ABCD1,0.015273684204670433,6.086780976108844,0.3288102482032502,0.7427622709065946,0.9134758003174047,-6.186217677379942
ABCD2,0.007237740445741992,5.726181067731292,0.2402177831325337,0.8104926568760066,0.9423452189325802,-6.21063080382849
ABCD3,-0.017431750075549663,6.912354671530612,-0.8056910862861052,0.42170900125107436,0.743193532599611,-5.924753205804779
ABCD4,-0.004576961610576553,5.30973462025,-0.4349614040416426,0.664221781698553,0.8809755090596239,-6.146972892237056
ABCE1,0.04136499781662055,8.787240108829932,1.2230400269372792,0.22325156405892832,0.5783450376816323,-5.5175346680877055
ABCF1,0.0188242692980769,7.961819151,0.5594370041045921,0.576706143681937,0.838665769150789,-6.087100298540127
ABCF2,0.03711604712087891,5.912141704836735,1.8301258693755356,0.06923587426601371,0.35384722470056057,-4.63433395547426
ABCF3,0.03687156546703318,5.788737817884353,1.4416186028663875,0.15151511525653633,0.4942591001745193,-5.238791165660631
ABCG1,0.013707408401785658,6.190533199346938,0.7538178981582958,0.4521519358690368,0.7651353300443978,-5.963786259408593
ABCG2,-0.00276498502747239,4.991728339816326,-0.1486628234760382,0.8820213466091716,0.966269359218428,-6.227878119587682
ABCG4,-0.05666534630906641,5.6049092042312925,-2.9553763886000977,0.003633023106317492,0.08308814487939346,-2.130584991669785
ABCG5,-0.04162605961263718,5.464593121585034,-2.09584975007434,0.03779170163934054,0.2677045123592716,-4.142149585194327
ABCG8,0.026257054320054908,5.316615345156462,1.1981270494721483,0.23277592277556888,0.5879926170842398,-5.546466108037182
ABHD1,0.024857867554944988,5.311299706367347,1.2173877724105937,0.22538735924069989,0.5807184677788173,-5.52414978361044
ABHD10,0.018882353377747196,7.623215892346939,0.8105479328877857,0.41892216195764276,0.7412323315757647,-5.920966795936977
ABHD11,-0.004860916272894015,5.520113134997732,-0.31035340700887454,0.7567272870307118,0.9195665953453908,-6.191929883465654
ABHD12,0.004917044838827393,5.985689776376417,0.26588126960512154,0.7906993621084832,0.9347777858260814,-6.2043400765062415
ABHD12B,-0.041057071648809444,5.399489757580499,-3.841894058913867,1.803904750316188e-4,0.015404758337890359,0.5676505652626087
ABHD13,-0.07715697200206063,6.420987868608844,-2.8822881082469816,0.004534010423163643,0.09149378726915294,-2.325692863938444
ABHD14A,0.10725144487362653,6.9429159036598636,3.190393729556749,0.0017336780982535995,0.05499514287242589,-1.4741591508810492
ABHD14B,0.08115552576373665,6.108308475639456,2.6107193129715207,0.009961432095397604,0.13845257927487736,-3.0122020913447582
ABHD15,0.1273953701236268,7.490166967945578,4.0093881347676765,9.606530888991118e-5,0.010998480634632608,1.1427113191757492
ABHD2,-0.03697993538369953,5.860235791845805,-1.2058569465704183,0.22979008471363754,0.5848768540920433,-5.537551799962287
ABHD3,-0.07541485918681379,8.880739635122449,-1.2652643182261853,0.2077579681126826,0.5629678107237878,-5.4671687056625
ABHD4,0.044158665469779805,6.055881215183674,1.456140140051757,0.14746448156443925,0.4892952570513623,-5.218695866322223
ABHD5,0.09470164185989068,9.115193158163265,1.3766792932662397,0.17068308222158257,0.5200388847034842,-5.326259569138234
ABHD6,0.043425004781593064,6.56750331929932,1.7634151149569388,0.07988680169518052,0.3764282878474142,-4.747931342015334
ABHD7,0.06636530622664809,5.581614833789116,1.986153508921936,0.048856592858844916,0.30349224889939913,-4.352979963699457
ABHD8,0.033822842652472346,7.291060116088436,1.1250814959004798,0.2623693267553015,0.6182213738181079,-5.627926663816899
ABHD9,-0.03168044994368174,5.228645240945578,-1.6989724536390267,0.09141799658910528,0.40152368425006607,-4.853829177671679
ABI1,0.009074478403846528,7.369221969785714,0.5649500471682445,0.5729600424440218,0.8367415908660174,-6.0841032494755325
ABI2,0.03732338226820084,5.904223083852041,2.9726963786630693,0.003445152689035589,0.08103844940541348,-2.0837156692692407
