Gene,Log2FC,MeanExpr,t_stat,p_value,adj_pval,B_stat
LOC649839,-0.33364208241071486,10.342976674823129,-4.055066660088643,8.063131073613446e-5,0.01020136436247712,1.3029409881280483
MAST3,0.20417941840384643,8.76241582957143,4.052208813480205,8.152304508994553e-5,0.01020136436247712,1.2928740807727879
LOC645351,-0.20329842102609935,7.21184322577551,-4.046192738103518,8.343111211274801e-5,0.01021154551002734,1.271700546273359
CARD16,-0.2945242303351655,8.941112431340136,-4.027926653384603,8.948909856828947e-5,0.010612394006064396,1.2075662210095182
SNORA12,0.2806650864917589,9.789131053292516,4.02400730619895,9.084256510238109e-5,0.010631385989524456,1.193834989552963
LOC728310,-0.20228219285714366,6.391322483564626,-4.021243975982642,9.180854006037856e-5,0.010685833999768359,1.1841601943194862
LOC390876,-0.2283732851153849,7.215659165523809,-4.01103614201076,9.54625353060602e-5,0.0109890316283086,1.1484670397214192
LOC147804,-0.20446357771016613,9.359138833340136,-4.008899902577932,9.624458010958974e-5,0.010998480634632608,1.1410065136801153
LOC729687,-0.2678790029491766,8.923224458870749,-3.9959058670469685,1.0113472361205081e-4,0.011216848515689028,1.0956948593941913
LOC644037,-0.22075327798626443,8.89317468197279,-3.9869909412573805,1.0462579881194516e-4,0.011312698186359256,1.0646754099838773
LOC648343,-0.31845378827335347,10.383753301360544,-3.987553819315717,1.0440202104234496e-4,0.011312698186359256,1.0666323059010034
GBP3,-0.27076691621978116,7.923822275197279,-3.981590207509322,1.067962800665981e-4,0.011447144092156735,1.0459104937145227
LOC729342,-0.22951121836401162,8.395058573602041,-3.978377280082798,1.081078005631233e-4,0.011447144092156735,1.0347567814103744
NDUFA5,-0.23209543775961647,7.5613765795238095,-3.9781908687048504,1.0818436311877269e-4,0.011447144092156735,1.034109873217175
LOC642076,-0.2512859994615393,9.72900976147619,-3.9728926356070766,1.103821761420361e-4,0.011601572800801426,1.0157334145874728
LOC100130289,-0.2553318098255499,8.679678026578232,-3.9547722523242648,1.1822490704419248e-4,0.011981218913599068,0.9530326552365649
LOC648733,-0.22202456604945076,6.204659011945578,-3.9440572853128506,1.2310925092113567e-4,0.012204515203304761,0.9160644765946149
CTSL1,-0.23310688699908472,6.883431617941043,-3.8967625600972675,1.470578367136179e-4,0.013713470553596903,0.7538548402367802
PKN2,0.22437775584478126,8.241099308040816,3.8880331888930075,1.519372157107725e-4,0.013977793655221235,0.7240876336885274
C5orf41,0.21835212164079748,9.856759252721089,3.8790397694166083,1.5712496919365008e-4,0.01431249067211492,0.6934764235773887
BLNK,-0.2041966708269248,7.30395783,-3.866125067710515,1.6486999057971957e-4,0.014723523402401191,0.6496184978126509
LOC647908,-0.21818969624450618,6.621886505931973,-3.855223528556288,1.716887597677684e-4,0.014944065994938067,0.6126893983771131
UHMK1,0.3511251919711554,6.825085608095238,3.8429817558630996,1.7966500078252462e-4,0.015384611211421305,0.5713210322365425
FCGR1A,-0.5065975867939579,7.3206108104013605,-3.7872864459156403,2.2060781792653162e-4,0.017073828409734627,0.38446277842477095
SELPLG,0.270828559337913,7.4640496228639455,3.786931165044961,2.2089538110932623e-4,0.017073828409734627,0.3832779477427213
LOC649801,-0.2098597748241761,8.893647282489797,-3.7540539005187954,2.491001105202205e-4,0.01849544811693986,0.2740287030888364
LOC100130624,-0.2165769224519237,8.770818799833334,-3.743763427511397,2.5860746378994964e-4,0.018944051648165403,0.2399944309309916
LOC642567,-0.3438693150975287,10.089699391707484,-3.72065634951638,2.812233345746998e-4,0.019683128089854156,0.16385063358967056
SNORD62B,0.2462370860494515,6.810931296911565,3.6845541458189337,3.2034101391189575e-4,0.02092939023533313,0.045661687409585205
LOC441032,-0.2238369485206051,7.178067667088436,-3.6681948615877356,3.3971236327401595e-4,0.021809776619864895,-0.0075809963587492035
LOC644642,-0.24038027853022037,8.535712533659863,-3.667087638475874,3.41062671772246e-4,0.021809776619864895,-0.011177470684900825
D4S234E,0.289777110528847,6.921048185095238,3.6628432078911386,3.4628607864820683e-4,0.021974745294382654,-0.024955878231176953
LOC100129067,-0.2809021261717036,8.194866146482994,-3.658044804331419,3.5228223491287554e-4,0.022186015058861776,-0.04051670526117945
