Sample,Condition,Label,CTNNB1,PIK3AP1,LOC728744,SERPINE2,SPOCK2,LOC653324,CLEC12B,DNAJB14,KLRG1,LGALS3BP,C14orf11,CNNM3,LOC440525,DSC2,LOC652113,LOC645351,HLA.H,LOC390876,LMTK3,LOC648733,C1orf71,LOC439992,GPR68,LOC649801,UXT,KCNG1,TMEM51,LOC649214,LOC730746,NHLRC4,HIPK2,TNIK,LOC648343,C14orf82,TRA1P2,PRIM2,CRIP2,FABP5,ANXA2P1,HSPCAL3,CD274,AIF1,PPIB,LOC648863,PKN2,GNL3L,CENTD1,LOC647074,IFI16,FAM101B,SDPR,LOC441032,CALML4,PHKB,PIK3IP1,USP6,RYBP,TLR5,LOC647908,TARP,LOC643007,GBP3,NELL2,PARP9,DDX3Y,SELPLG,C9orf130,MAST3,PLSCR1,KRCC1,LOC643882,VWF,NDUFA5,CD74,LOC147804,C1D,C19orf59,LOC651919,C14orf43,LOC727848,BCL2A1,JAM3,IFITM4P,PIK3CG,YY1,PRKCA,LOC642250,D4S234E,LOC400652,SF1,MAP1LC3A,MPL,C5orf41,NUDT2,TAGLN,FEZ1,LOC387934,KDM1B,LOC387820,SIDT2,CCDC82,P704P,LOC654074,HOXC6,DYRK2,CCDC16,LOC644380,IL6ST,FFAR2,C11orf75,LOC644131,ZNF609,LOC648984,PSG9,CAPZA1,MS4A2,IGF2BP3,LOC402221,LOC644642,CTSL1,LOC653080,CABIN1,SNORD13,CCDC117,FAM26F,KLRB1,IRS2,TOP1P1,CXorf21,FTHL2,UHMK1,PSMC6,LYPLA1,PPP1R15B,SLC9A4,DCK,NPAT,RPL23AP13,SEC23A,BLNK,ZNF148,YIPF4,PI4K2B,STX7,ATG3,C6orf62,LOC389286,SAMSN1,SUMO1P3,FCGR1A,CBL,TTRAP,GSTM2,NBPF14,TMX4,ITM2B,NR3C2,ZCCHC10,SSB,TMSB4X,CHORDC1,SELT,ARFGAP3,RAB37,LOC389816,FOXP1,VPS13B,GSDMB,FCGR1B,SYF2,CLEC12A,AMY1A,FCGBP,FCGR2C,SYTL2,HNRPH3,IL7R,U2AF1,TANK,PSMB9,THOC2,PLEKHA1,RAP1B,MBP,VAV3,LOC440926,LOC402057,LOC100128460,LOC100129067,LOC100128485,LOC646784,LOC646821,LOC643779,LOC392288,LOC401717,LOC649873,LOC345041,LOC644101,LOC642738,LOC646909,LOC644037,LOC100132761,LOC646949,LOC389322,LOC391670,TYMP,LOC729798,LOC728310,LOC100131718,LOC100133803,LOC648740,SNORA12,CARD17,RNU4ATAC,LOC100132728,LOC642073,LOC642076,LOC283267,LOC649330,LOC649839,FCGR1C,SNORD62B,TMEM106A,NUCKS1,CARD16,LOC100128498,LOC100130289,FTHL16,LOC100130154,LOC100128060,LOC100127922,LOC100130332,LOC642567,LOC391769,LOC645691,LOC100131672,LOC100132510,LOC389342,LOC100132425,LOC728207,LOC388556,LOC644315,LOC100132199,LOC653737,LOC390183,LOC729402,LOC729687,LOC729342,LOC728602,MIR1974,MIR574
GSM1033105,ASD,1,7.141164131,10.62004438,6.389466749,7.193001705,10.77700284,7.286044729,5.515056414,7.869419454,8.922719622,6.076131093,8.310075271,7.548548213,8.464908698,9.308044136,8.458366924,7.227617868,12.16170583,6.550576476,6.249737694,6.079570852,9.683068808,6.749988707,6.112085651,8.955557656,10.76192007,6.202147848,5.930140572,6.969766519,8.268036614,7.106985185,7.263483235,6.377192707,10.06032858,7.268398961,9.676698607,6.334097068,6.540914899,7.37358528,9.372929864,7.113327114,5.938104514,10.6188607,9.644413099,8.47096287,8.568092795,7.870619618,7.156701517,8.023446354,11.45733103,7.288840491,10.37030783,6.672217308,5.968370684,6.241271115,9.17157391,8.616318536,9.496100469,8.562505131,6.739822278,8.378535749,10.38827542,8.131191771,8.906287304,9.986965084,8.034168502,7.166957862,8.247469818,8.98613454,8.474371507,9.184141496,7.247327048,6.506223033,7.373307639,8.670877011,9.431502297,8.077113009,8.722434547,8.019246103,8.798974872,7.43872957,10.14517372,7.798716686,6.0922543750000004,8.685889929,10.28033383,7.698164168,7.888584999,6.835414665,7.935916049,6.744783176,9.19776778,7.924611437,9.821063668,8.031263046,7.022844254,5.997425747,8.238550677,6.91032271,6.449294683,9.752163359,6.689708114,9.352948559,8.560573661,8.506923998,8.107794901,8.588580824,9.020574144,5.832611243,11.70774397,8.318431876,8.529423871,6.610076075,8.253708937,7.667903805,11.50444008,6.492776932,8.093017989,11.2944283,8.382011575,7.052521389,7.036570327,7.400094099,8.850514905,6.302714081,10.0486512,11.26099928,8.450683189,7.339719056,8.639222322,9.485491753,6.632614387,9.07368018,8.399647739,8.686760522,6.918428018,6.820200242,6.830354749,9.572521553,7.221003825,7.627134481,9.277758824,6.964278343,6.700731728,7.708706062,7.560073397,7.996370305,7.444880888,9.064917897,6.239461691,8.502802966,9.960656566,10.46295824,7.689032478,7.491344613,9.16599968,7.030780889,6.372721191,6.768010798,6.763910042,8.17834395,6.871639786,7.555072112,6.336427053,7.987634336,6.94507238,6.928794426,5.964574657,6.847021149,8.891539472,7.721412753,8.66085193,10.43607039,7.363702872,7.217823154,8.413580966,8.222176133,8.629632378,7.964820773,7.58846603,8.962541472,8.088143561,7.064665885,8.104127699,8.261702023,9.112207364,13.14878644,10.32770213,7.446046741,8.054727599,6.228990428,7.712213176,7.72360126,8.59017415,6.753090273,7.431552387,6.861405972,8.090530717,6.239293922,7.894479487,9.682443425,9.226268969,5.472307435,8.611402065,10.58009207,7.054218502,9.143054634,7.11181324,6.161934757,10.53671855,9.119934724,8.045604142,9.584377399,6.511985995,6.935215454,5.898281081,9.849641922,9.969066564,7.3012582,8.516698492,9.962284517,8.119116451,6.553557348,9.207577748,9.774015857,10.48792818,7.124299822,8.8368184930000009,8.980698254,11.1961171,10.39314433,8.94045138,5.792892346,10.76065604,7.712519077,7.115687398,7.88031597,8.232130918,10.45055595,9.895402473,7.13164136,9.400620112,6.164437754,9.271315568,8.130480978,7.467016709,7.163395735,8.877136294,9.966589984,9.554444959,10.61772699,8.157077233
GSM1033106,ASD,1,7.395511122,10.36607127,5.671706957,7.56187634,11.04028675,7.538848338,5.687630766,8.056028923,8.733308698,6.366927147,8.443625519,7.601455398,8.198436068,8.072519649,7.081973025,7.382876792,12.00321141,7.143944404,6.085868339,6.390384429,9.776190769,6.779932676,6.08215805,8.916775932,10.83072184,6.184746321,6.247772964,7.364458856,8.744507777,7.816202316,7.100161373,6.829647294,11.10042001,7.355876821,8.681152317,6.448778952,6.388941128,7.165537351,9.368036924,7.163395735,5.197964343,10.76192007,8.658115832,8.401194868,8.579779749,7.953715342,7.243075363,8.355637147,10.82280154,7.150362922,9.891428348,7.209444643,6.268734797,6.793765405,9.673017593,8.229276708,9.566293625,7.854060181,6.811000774,7.952712632,11.18887039,7.886073412,9.053288115,8.591310837,8.740602288,6.932115101,8.558518524,9.172646493,7.12302552,9.449312185,7.991096926,6.00503915,7.732709177,9.40307893,9.483393101,8.350749961,8.135106906,7.878789204,9.027235582,7.7291978,9.442959151,7.524190536,5.582826164,8.65684078,10.5725386,7.74807142,8.512110691,7.13820408,8.553081739,6.757397184,9.001083688,6.964523953,9.832128878,8.195354786,7.523657041,5.222632134,7.865060681,7.296120103,6.697945033,9.613702269,7.028443388,9.578052448,9.034908585,8.425594392,8.363774427,8.649510731,9.381432955,6.124918411,10.51681803,8.685019476,8.815626444,6.66052846,7.819994061,7.011126054,11.45500927,6.139156057,7.278397422,11.64459301,8.771088909,6.961385515,7.684920975,7.595864421,9.278408209,7.011378955,10.47971456,10.94517686,8.350362817,7.181950831,8.414721916,9.103325161,6.507340065,8.990595303,8.421932076,8.292524152,7.027296255,6.948522578,7.078517261,10.16912941,7.518610604,7.636668089,9.349485604,7.011629721,7.188983967,7.82294948,7.321548482,8.047579321,7.436093791,9.180371946,6.571488368,6.974568297,9.908968396,10.08973637,9.085023485,8.378535749,9.192593476,7.021650974,6.778449076,7.197238955,7.146711537,8.741882922,7.04234393,7.754320771,6.426415005,7.79086131,6.563363844,7.15140571,5.963929974,7.383712205,7.609777755,7.757358191,8.448568458,10.71999783,6.54706629,6.709222488,8.223519504,8.69534071,9.553803657,8.083120038,7.562745191,8.956503503,8.357007951,7.674149475,8.241083248,7.795687823,7.6372972710000004,12.86679502,10.31568951,7.33092988,8.537012472,6.447117399,7.891005352,7.898190746,8.952627942,6.683716413,8.1470415,6.837167118,8.274160381,6.460171353,8.6978575,10.14040003,9.740582237,6.522308002,9.580893134,10.7101082,7.242285157,8.427091904,7.432399287,6.471582473,11.2944283,9.077914898,8.453644658,9.750084155,5.775155782,6.811211646,6.010080735,9.770833676,9.958166316,7.270981477,8.698261876,10.59112056,6.965004036,6.862462801,9.752953497,10.188229,10.22329978,7.131398442,8.92519571,9.023099832,11.2628077,10.75519567,9.123537197,6.608579431,10.57120349,7.147882837,7.692880704,7.879404125,8.215510597,10.47856576,9.719318183,7.540978433,9.87207302,6.299247061,9.661116426,8.181468384,7.94721124,6.97282205,9.301161177,10.39422101,9.744368898,10.56648512,8.156891397
GSM1033107,ASD,1,6.935878036,10.18433881,5.284240244,8.640448839,11.64225432,7.276368223,5.441794673,8.029625415,9.086137562,6.177894288,7.974296355,7.8516237,7.673559158,8.581674909,6.885987292,7.114073692,10.13047197,7.369090476,6.696857562,5.987473692,10.08007617,6.497807236,6.069929559,8.920228726,10.85358602,6.157377737,6.237806237,6.985613355,8.145251705,6.124593164,7.104549562,6.691811235,10.82133624,6.825685016,8.581333225,6.085046563,6.629964881,6.991162947,8.893976373,7.074161853,5.123474224,10.87956622,8.252300324,8.052419783,8.453644658,8.17330393,7.292000011,8.334147361,10.54916391,7.610925596,9.833656579,7.082926406,5.717460189,6.543393253,10.04967598,7.741596708,9.272344137,7.779290271,6.576858211,8.407526498,10.75141955,7.473375535,9.880040804,8.758823451,8.532203309,7.128987639,8.553868764,8.911967543,7.497194788,8.936540286,7.569962952,6.325776266,7.456594042,7.966333342,9.043410832,7.416853027,9.067692753,7.081973025,8.511341662,7.26090376,9.508367671,7.608925875,5.583024599,8.728408033,10.69699352,8.232130918,8.588990668,7.100419268,8.193445061,6.63729542,9.089388185,7.744437398,9.723754992,8.137508495,6.827617099,5.817846104,7.541624435,6.223339243,5.97438516,9.326648485,6.4614508409999996,9.34889606,8.558922766,8.379272542,8.487666329,8.98613454,8.684627974,6.325251259,10.15484162,8.439507103,8.109572573,6.723434512,8.168494258,7.204792572,11.30796369,6.012530318,7.522213326,11.02634174,8.389949537,7.358463113,6.848313215,7.828057583,9.043971751,6.535259259,9.818683125,11.59910165,8.428274817,7.020926186,7.36240981,8.650680073,6.420824332,8.782468031,8.159462767,8.11335626,6.706633801,6.818620492,7.301000911,9.83292455,6.588107809,7.133399337,9.241306706,6.876331841,6.915962954,7.344939386,7.415307695,7.912881682,7.621435546,8.976610594,5.908732221,6.822383471,9.460262593,9.698794344,9.276509053,7.84560162,9.001083688,6.656425828,6.657458071,6.905083989,6.464113766,8.142457143,6.755109113,7.447436466,5.848916065,8.083120038,6.804793263,7.460995705,5.690204791,7.160107279,7.427110877,7.495936799,10.20637151,10.69057664,7.620887276,7.14841561,8.390718729,8.057027972,10.25669942,7.611489618,7.221003825,8.500456669,8.632009903,8.30169368,8.013509538,8.11773524,8.339816194,12.61685788,10.13246443,7.471771144,8.401838669,6.024444536,8.104484389,7.915037024,8.837737358,6.365224641,7.685503928,7.003819914,8.185930433,6.130483043,8.590933923,10.22627908,9.830495344,7.674149475,9.78827673,10.49353911,7.154232066,7.822076301,7.537231364,6.253387196,11.1744898,8.819615644,8.437679948,9.657011781,5.859780523,7.072995485,6.006680322,9.278408209,9.34479693,7.396299143,8.680341872,10.49107144,6.78756992,6.967615547,9.440587232,10.35418626,9.282025297,6.891145202,8.349657403,9.247372206,11.04817294,10.43836978,8.833126355,7.51523929,10.05059931,7.139244345,7.776247081,8.594828143,7.987634336,10.98831414,9.322969947,7.821775906,9.140796035,6.384169933,9.748631542,8.911519039,8.007656722,7.388403961,8.943115895,10.27296775,9.261242035,9.304595131,6.560437192
GSM1033108,ASD,1,7.573093845,10.15001566,5.607857918,8.419302043,11.29250708,7.603667038,5.790383765,8.197145479,9.184141496,6.249064235,8.601307529,7.82088521,8.630066751,8.701619154,6.452425933,7.579039516,10.3449355,7.658024559,6.363505592,6.052785479,9.967361797,7.315016296,6.302886253,9.373476267,10.94645656,6.008181945,6.165035997,7.487519033,8.756502918,6.199928462,6.796577194,6.578046445,11.06058821,7.432913301,9.028223061,6.097412058,6.349962757,7.262986846,9.136288168,7.591270543,5.052597668,10.8916231,9.042802764,8.555032971,8.555406016,7.868182718,7.591033319,8.650341236,10.48886699,7.433988637,9.894660041,7.865347841,5.965355045,6.784917791,9.810198251,8.274160381,9.130322233,7.688721581,7.431293127,8.31495169,11.44317474,7.792417455,9.942493654,8.156209662,8.848636727,6.898082613,8.53471813,8.891083718,7.449318346,9.298137743,7.724765246,5.930378847,7.894774994,8.548382484,9.627801572,8.428684078,8.870136551,7.686374339,8.895290426,7.864785785,10.28419396,7.789741314,5.968882176,8.504722463,10.32133214,8.030650928,8.852443227,6.975527986,9.0688022,6.614057484,9.17157391,7.76458576,9.819431979,8.00583667,6.577053644,5.619457725,8.159462767,6.851912105,7.045677636,8.98515354,6.973552807,9.619406123,8.947669358,8.658115832,8.472830449,8.685019476,9.553139661,6.182289481,10.47534862,8.067861053,8.630839844,6.816824832,8.091447575,7.138712675,11.49125123,6.214738185,7.669866841,11.47385009,8.500840313,6.631388605,7.034650534,7.842864163,9.223560538,7.136391824,9.996277099,11.60344386,8.500076822,7.676833,8.252300324,9.280805158,6.463004012,9.054332541,8.47596743,8.478364154,6.850385296,7.496931924,7.171201085,10.40550167,7.516124901,7.546271331,9.265367317,7.021650974,7.131398442,7.971890363,7.570551811,8.617469871,7.362968213,9.26598789,6.791994627,6.789126275,10.09274299,10.34170423,8.856751699,8.024153099,9.368036924,7.247085131,6.758685438,7.229681008,6.920663177,8.993521292,7.411044193,7.661314342,6.372926959,8.075410615,6.71076164,7.329656748,5.782652537,7.316270304,7.43981686,8.04067847,9.95559588,10.97175961,7.385759773,6.953446713,8.621557439,8.911967543,9.925188627,8.132548037,7.697345471,8.425940244,8.389540495,8.001026212,8.709026646,7.786276719,8.284257663,13.05955089,10.79186873,7.395239876,9.253765087,5.837213583,8.349258421,8.089905072,9.296302669,6.80037609,8.317404047,7.566554256,8.617111625,6.589312138,9.159216745,10.8412934,9.991263644,5.663120291,10.12021126,10.83072184,7.703417932,8.382011575,7.876378262,6.559043956,11.11693658,9.254963881,8.729347288,9.674490156,5.799952707,6.823270799,6.517239473,9.555895899,10.14698306,7.270981477,8.885901974,11.10200721,6.647994849,6.943269926,9.648631221,9.944897372,10.01407266,6.994473221,9.234852575,9.299996588,11.1995478,11.1152424,9.09704064,6.232280684,10.76865421,7.491051859,8.068508843,8.537012472,8.160868308,10.72505446,9.880040804,8.02897395,9.627058362,6.864565895,9.92659728,8.388813028,8.209660176,7.354514001,9.445524801,10.86108886,9.519553805,9.556503876,8.188079245
GSM1033109,Control,0,7.211958246,10.45832561,5.927342555,7.454005749,11.21342954,7.670998775,5.887817369,7.986744427,8.638897904,6.578979593,8.373080351,7.707565297,8.26132883,8.358522013,6.616984871,7.388898754,11.38194327,7.19473537,6.577452285,6.47587783,10.15387342,6.937687082,6.134526179,9.246234513,10.63467141,5.960328273,6.130179391,7.146476797,8.870645279,6.056784052,7.114456285,6.790898911,11.10367233,7.451320603,8.991602561,6.058897368,6.204074312,6.777831554,8.992082879,7.556371014,5.222132884,10.77964296,8.69534071,8.518710206,8.617903145,7.607238311,7.7096133,8.341318519,10.68335756,7.581021838,10.37568928,7.484430999,6.2620048,6.920911357,9.377719185,8.575330586,9.348331014,7.100161373,7.397110379,8.211489513,11.25741597,8.436832,9.563688732,8.893494447,8.965354173,7.143687007,8.5438278,9.26842323,6.929514099,9.224131914,7.59500066,5.761451224,7.870348124,8.692949117,9.531191462,8.312293926,8.651842628,7.691716688,8.866327085,7.618191571,9.352948559,7.46263384,5.482217775,8.598103425,10.53998828,8.050200948,8.663750408,6.91617875,8.903024982,7.925887401,9.377120308,7.885174748,9.974919875,7.597530607,7.506684292,5.825110405,7.550990562,7.186586753,6.861405972,9.761833039,7.075313219,9.626343999,8.810820353,8.508523067,8.643851553,8.773767337,9.431502297,6.294071228,10.19697743,8.090223139,8.619071018,6.886902085,7.253519631,7.088372305,11.71472675,5.629434662,7.793078518,11.49786116,8.694055158,7.384526129,6.986731645,7.771037356,8.498872713,7.237024905,10.08087619,11.35862432,8.736319123,7.573618582,8.308521914,9.228507867,6.578242895,8.728866517,8.551839774,8.867256031,6.994473221,6.987935817,7.300477862,10.02253676,7.628573897,7.542941957,9.140197566,7.062445168,7.281411924,7.943943179,7.564116533,8.201688369,7.32387028,8.851993483,6.353340303,7.053480899,10.05234355,10.24316253,7.683166511,8.631283438,9.470258629,7.257465398,6.518180703,7.232190415,7.076954895,8.767161649,7.255165681,7.829099684,6.404174614,7.969989679,6.261647386,7.033956813,5.668742469,7.278665442,7.634643758,7.910222198,9.94002589,10.7671649,6.868160777,6.694729199,8.794343957,8.780236499,9.396874577,8.109858806,7.696735354,9.055901053,8.464550775,7.822370786,8.53471813,7.461263798,9.008068893,12.81762346,10.34271711,7.529630178,8.590559131,6.487159968,8.231374058,7.991096926,9.220645465,7.046856549,8.029625415,6.951880727,8.695755053,6.460375003,8.580907205,10.30345974,9.685305939,5.531521865,9.584377399,10.92880101,7.311864231,8.255389311,7.545987103,6.621247845,11.46341215,9.010851578,8.763861005,9.218345925,5.989998873,6.251883843,6.295683841,9.984461451,10.07832483,7.686374339,8.761510347,10.70349809,6.958920182,7.000288259,9.929947586,9.51165725,9.64365903,6.929969318,8.827634998,9.077914898,11.06971147,11.16758882,9.152523312,5.986954212,10.86533376,7.04234393,7.701609289,7.688721581,8.290778636,9.863056215,9.899470458,7.474140619,9.535062488,6.38858409,9.672341834,7.631469595,7.946226997,6.445975765,8.935512172,10.63229908,9.710223298,10.1576378,8.260677125
GSM1033110,Control,0,7.746558402,10.53998828,5.459582603,8.339446056,11.1590968,7.784271757,5.71135556,8.099439505,8.892078412,6.245431615,8.58526886,7.635496236,8.313079374,8.739759042,7.777196396,7.679748896,11.44513851,7.460681336,6.086644265,6.201332766,9.849641922,7.449572068,6.003004693,9.207117557,10.60950978,5.949636015,6.1003303,7.47363733,8.778882905,7.140692309,6.814831631,6.625656968,11.43073743,7.616535717,9.051744615,5.96899671,6.600899499,7.008083037,8.966786916,7.744741121,5.117443522,10.55861925,8.907191932,9.016481399,8.22006072,8.164805483,7.407902733,8.84349981,10.41208953,7.455727712,9.959079912,7.868807041,6.31115116,6.948743007,9.559761479,8.237834008,9.178665982,7.314471006,7.234240441,7.962274789,11.55542192,8.157631324,9.448045717,8.386533831,8.982164101,6.869992495,8.655542275,8.993962089,7.182996006,9.299398847,7.840690624,5.835965141,8.203763089,9.147453057,9.974007303,8.505423814,8.273767,8.218607776,8.874426439,7.526696102,9.980920256,7.089877704,5.688245368,8.419302043,10.483048,7.918778673,8.942139478,7.003600915,9.16599968,7.438478295,9.471524497,7.137674547,9.583631773,7.525858588,6.820855934,5.519101306,8.018973607,7.091644382,7.178374805,9.609541792,7.432399287,9.669651286,9.283852984,8.799422725,8.145251705,8.554264468,9.695830915,6.30631471,9.75134843,8.007656722,9.184141496,6.833869891,7.646258997,6.927225963,11.77809086,6.307358997,8.189108394,11.40138372,8.654778198,7.057060195,7.12325719,7.795140068,9.445524801,6.813527217,10.67300973,11.23556873,8.471652831,7.569962952,8.481941207,9.386388347,6.358826562,9.260205022,8.545310838,8.609393699,6.838526521,7.42033232,7.052296124,10.58377744,7.482216098,8.248484618,9.259632544,7.147428459,7.193741307,8.128161592,7.411340644,8.437998545,7.118960373,9.143662352,6.913777101,6.384169933,9.645118991,10.46295824,9.237160498,8.288149871,8.664197233,7.469300911,6.611004528,7.593536111,7.11310135,9.446793625,7.289111741,7.957440738,6.496250146,7.873058365,6.373626318,7.393144618,5.702304281,7.446555142,6.99426071,8.129178711,9.740582237,10.98215358,7.184827072,6.653596791,7.580145222,8.847224048,9.522321854,8.211489513,7.544651992,8.262051138,8.421932076,7.832774386,8.598546791,7.7195974,9.229548149,13.15399171,11.37792796,7.688109247,9.029271532,5.773197217,8.500076822,8.100468689,9.539299864,6.858488809,8.485720664,7.441671262,8.870136551,6.805288564,9.329132866,10.77289553,10.05756643,5.446435001,10.11926183,10.78922815,7.670154791,8.282833857,8.014490609,6.663211133,11.49346664,9.099686297,8.993521292,9.329766186,5.958711063,6.601704435,6.359762048,9.494120907,10.33417236,7.366206788,9.205495992,11.04817294,6.196608009,6.848520835,10.03801923,9.828920612,9.949719044,7.152713484,9.288400503,9.283258471,11.38957825,11.0073754,9.689608431,6.212937879,10.92880101,7.382372096,7.892886885,8.57848687,8.205783238,10.91875441,10.00800106,8.168123426,9.750084155,6.693443774,10.33533419,8.691330098,8.317404047,7.375096748,9.444219515,11.01360199,9.836033786,9.700114038,8.242810949
GSM1033111,ASD,1,7.257702867,10.2203621,5.421131779,7.445175588,11.0920815,7.520268446,6.041929696,7.978897509,8.668251007,6.201833771,8.409823879,7.617134538,8.328934414,9.162678161,8.148458666,7.377943578,11.55542192,7.032713131,6.434883921,6.529046759,9.78299777,7.024309284,6.110156904,9.201576841,10.70875046,5.949511663,6.025584788,7.613141983,8.562505131,6.796345872,7.174131479,6.601530729,10.56430748,6.87949928,9.872850475,6.372529493,6.338688573,7.954949124,9.558363347,7.383141584,5.094140078,10.12952961,10.24791954,9.060820234,8.109858806,7.783653682,7.235554888,8.230700154,10.557584,7.415576076,10.10449022,7.39683475,6.118994399,6.753090273,9.551149751,8.429428421,8.731961772,7.45358757,6.963507636,7.956210248,10.79485188,7.90774661,9.009183079,8.408259126,8.51286775,7.226604757,8.494348108,8.974102525,6.9864608,9.426427646,7.590486932,6.197092929,7.762401329,8.806175857,9.685983663,8.205783238,8.259959718,7.712825487,8.60618315,7.401685827,9.664692924,7.240517705,5.63825428,8.354895325,10.47971456,7.872442499,8.436832,7.270684559,8.651466112,7.125604931,9.037006792,7.845896825,9.6626105,7.930251886,6.182131322,5.993635558,8.55733039,6.90620812,6.600318927,8.69865028,6.93089725,9.674490156,8.873454686,8.457171884,8.118400621,8.558108415,9.826689574,6.125069897,10.42520095,7.986173731,8.765529567,6.754407043,7.278874383,6.866772854,11.59286109,6.099610544,7.701915717,11.36638922,8.357007951,6.545693121,7.118465524,7.736760786,9.036549483,7.181950831,9.966589984,11.49786116,8.723310278,7.560980818,8.546810749,9.012335499,6.039880201,8.995019082,8.519860729,8.527896344,6.706004159,6.788697878,7.006674361,9.927361308,7.451878173,7.367010698,9.433486743,6.951655645,7.674149475,7.745974153,7.332774617,8.097865832,7.193991027,9.145277232,6.474689602,6.515475287,9.760354411,10.13751935,9.105337122,7.927985582,9.257268514,7.020926186,6.570727195,7.008915552,7.12631658,8.641731321,7.169163932,7.643402405,6.321830938,8.131524772,6.163965326,6.938814503,5.734707002,7.376396164,6.969766519,7.842169767,10.0415165,10.9971563,6.534110176,6.666528831,8.011822103,8.278621208,9.371119175,8.02897395,7.497194788,8.445151395,8.154807299,7.502565056,8.336337813,8.178003735,8.928199178,12.99128903,10.81470001,6.776523277,8.615053487,6.061252679,8.138208991,8.016040512,9.061852388,6.67287867,8.000019718,7.650794673,8.812123074,6.516446166,8.857207658,10.37979005,9.833656579,5.413592237,9.282025297,10.70757258,7.350106561,7.526696102,7.343066615,6.297919191,10.76329368,9.322414839,8.742721793,9.545633849,5.983200834,6.639645502,6.38577399,8.639663482,9.979286588,7.483931769,8.84013166,10.5813468,6.341492904,6.777200839,9.480056745,10.3072569,9.435590975,6.849198883,9.277164275,9.007609327,11.41753157,10.71512673,9.252081218,6.193909442,10.69324256,7.06341978,7.688721581,8.207168267,8.143502484,10.70349809,10.16714438,7.353207534,9.241306706,6.262651722,9.739078457,8.356298003,7.751420327,7.12302552,9.54068306,10.63581025,9.72653925,10.01914498,8.387298308
GSM1033112,Control,0,7.369329611,10.77964296,6.019916631,7.423604701,10.92880101,7.526963345,6.19886961,8.092060636,8.302432561,6.356903661,8.287419872,7.815567011,8.255756729,7.954322949,6.761956933,7.13392872,12.17940893,7.311603515,6.163339227,6.430132465,9.458907607,6.70731714,6.000789719,8.967762537,10.6165979,6.221359674,6.305137973,7.307433618,8.276086225,6.927655245,7.085415095,6.513911092,10.60594494,7.284188654,8.797106228,6.128921797,6.105374971,7.097533622,9.395515725,7.305880138,5.33910798,11.1837955,8.512110691,8.535477563,8.548799726,7.980588199,7.254929944,8.310075271,10.60950978,7.775651227,10.08531366,7.513648029,6.520602821,6.350705106,9.365626994,8.330851466,9.396874577,7.803553908,6.831050861,7.108877077,10.74877676,7.822076301,8.766744428,9.044989423,8.587817537,7.470126192,8.437679948,9.173223562,7.263717085,9.235406226,7.696180368,6.353158292,7.580424814,8.735884878,9.421407056,7.946538419,8.895768205,7.833699317,8.831333091,7.451043879,10.02253676,7.419519461,5.548872836,8.670877011,10.38632281,7.881780674,8.29994694,6.976755905,8.169520488,6.570300309,8.963467352,7.738538281,9.591148911,7.33460019,7.482216098,5.422484704,8.082778165,7.262720117,6.720339847,9.871198472,6.820418009,9.502024297,8.83445529,8.584335974,7.948080412,8.613375473,9.045986432,6.162255295,10.75801068,8.78682098,8.388351434,6.723434512,8.123435149,7.240278626,11.67626781,6.136718753,7.669589534,11.4512698,8.318431876,7.413185492,7.090668741,7.738268551,8.562505131,6.980352442,9.377120308,11.0920815,8.596451932,7.511993704,8.538813261,9.438174328,6.057177706,8.881306976,8.302055156,8.563739082,6.910569908,7.005716666,7.066431849,9.834473879,7.136122987,7.278161953,9.451216066,7.193249407,6.922476922,7.716878321,7.848012316,8.166147106,7.370437545,9.34479693,6.445417612,7.577364422,10.05756643,10.14040003,8.064914344,8.120081069,9.54768374,7.300272698,6.547808557,7.056625174,6.792210424,8.627574458,7.204034483,7.831188619,6.411471594,8.209660176,6.505067635,7.053480899,5.96678443,7.242810783,8.251612971,7.849207102,10.44180606,10.82133624,6.46878312,6.88620943,7.867299526,8.511341662,9.23422697,8.266496178,7.472293987,9.369930476,8.416574721,7.642556729,8.270482548,8.218954988,7.585301911,13.07907902,10.59611644,7.951140551,8.264663764,6.428802919,7.952411123,7.977237902,8.767983423,6.814831631,8.044008266,6.841754849,8.473172027,6.354963614,8.495083515,10.14219096,9.589043469,6.032155261,9.298769479,10.66149142,7.023572879,8.493138728,7.103584551,6.491677361,10.97894149,8.892078412,8.602519497,9.200460675,5.956276739,6.719745015,6.124756248,10.02993739,10.02523278,7.550990562,8.737533902,10.13246443,7.5558855,6.547603086,9.537152669,9.905030795,10.07656047,6.922983028,8.822470603,9.128568684,11.29077073,10.62499956,9.196070542,6.763698016,10.68335756,7.279600271,7.476022338,8.123740862,8.276776978,10.48194022,9.68042059,7.512553632,9.642250515,6.531208372,9.438818906,8.327462057,7.578208624,7.054001007,8.84105031,10.11926183,9.85185341,9.985258659,7.77165397
