Sample,BLNK,C14orf82,C19orf59,CLEC12A,CTSL1,D4S234E,DSC2,FAM26F,FCGR1A,FCGR1B,FCGR1C,GBP3,GSTM2,HIPK2,IGF2BP3,IRF5,IRS2,JAM3,LGALS3BP,LMTK3,LOC100130332,LOC100132199,LOC283267,LOC389286,LOC400652,LOC439992,LOC441032,LOC642073,LOC643779,LOC646909,LOC646949,LOC648343,LOC649839,LOC652113,LOC653737,LOC728207,LOC730746,MAST3,MIR1974,MPL,MS4A2,NHLRC4,NUDT2,PKN2,SDPR,SIDT2,SNORD13,TARP,VWF,ZNF609,Condition
GSM1033115,7.200221719,7.080931561,8.363774427,8.24808827,6.586843862333333,7.794860869,6.8541723835,10.13047197,6.643209232,6.9865731675,6.700933345,7.722065011,7.7368405075,7.039765659,7.328349128,6.475666955,8.426721034,8.370875937,6.17180966,6.614256541,5.7785395035,9.657650948,7.219774132,7.692880704,8.328204062,6.825233384,7.42845234,10.35520794,9.016481399,10.336458785,9.389997526,10.36814165,10.19982629,6.794841771,10.786193099999998,7.680582685,8.362652564,8.805208279,11.15554447,8.338069988,6.723434512,7.111085961,7.0668031675,8.400390907,10.70101042,9.414690843,9.327239891,8.864057409,6.475462588,6.653004402,ASD
GSM1033116,7.83216654,7.683166511,8.23454392,9.2315696315,6.697647307666666,6.779064278,7.0414610225,9.768466029,7.095567576,7.34920746,7.106509627,7.957290567,7.0812442265,7.031049528,7.909357412,6.455641513,8.295447642,7.289377889,6.803514297,6.369795916,5.842172842,9.560405609,7.094838207,7.504262493,8.350362817,6.990153237,7.67210109,10.11926183,9.063882945,10.24907263,9.406911574,10.96879169,10.62626823,6.665070237,10.8707918345,7.774706095,8.546810749,9.162678161,9.156987946,6.947122276,5.811389677,6.65685176,7.106812186,8.335619994,9.533723608,10.1767198,8.973089864,8.320373468,5.658827124,6.730424374,ASD
GSM1033117,7.102163226,6.935878036,8.88457061,9.76944704725,6.898956864,7.500443818,7.239489883999999,10.24223762,7.394688289,7.777376672500001,7.304182894,8.053778981,7.8352228365,6.719543481,6.856487505,6.7732324265,8.294347853,7.24808493,6.378649536,6.479794954,6.367067474500001,9.344202174,7.378449207,7.79333466,7.788615509,6.321498177,6.789126275,8.740602288,8.265748054,9.743226411,9.157531172,9.884086355,9.944897372,5.988700097,10.5230250455,7.288626859,8.098188346,9.051744615,8.929709358,7.597530607,5.810358991,6.513705793,7.4082279235,8.370125562,10.25983468,9.838421645,8.590559131,8.65684078,6.148223454,6.552136368,ASD
GSM1033118,7.288339115,7.208211419,7.900050726,9.53202870925,6.436443259,7.303122683,6.926731608000001,10.14138896,6.710326172,7.083815739,6.773176866,8.005168284,6.9377978465000005,7.040719678,7.320306662,5.767606359,8.537012472,8.036738998,5.962888832,6.814608652,6.256520354,9.474860811,7.372025243,7.604441572,8.047922669,6.863378478,7.340233254,9.233051171,8.661588372,10.211262395,9.567004356,10.24402119,10.2607595,6.095970551,10.966117058,7.813427785,8.231031673,8.987638257,8.682458448,7.933451701,6.161429433,6.642755028,7.5783440725,8.061322357,10.72252394,9.094218399,8.948706151,8.843085047,6.654434377,6.30532424,ASD
GSM1033119,7.233009993,7.266337914,9.6102294,9.57574599675,6.948824841666666,6.688470216,8.593648653999999,10.44833455,7.832475455,8.2815314185,7.710476281,8.558922766,7.064050664,6.882492853,7.849748752,6.917830936,8.354895325,6.545486915,6.278094211,6.284174579,6.0619942355,9.631690208,7.074614206,7.694421451,8.441805963,6.644438234,7.241234937,9.361088464,8.904389063,10.25657938,9.54068306,10.42198429,10.32566488,7.235554888,10.653585568,7.746558402,8.295111617,8.790493811,9.348331014,7.558385587,5.677973409,7.346202356,6.712470056,7.721412753,10.30949788,10.12302782,8.686760522,8.958512274,5.928279884,6.356389077,Control
GSM1033120,6.912146683,7.187536917,9.455634557,8.9445218225,7.913195308000001,5.919622858,7.538915543,10.58377744,9.427791078,9.807650518,9.439412164,9.123537197,7.310295873999999,7.017813802,8.186627268,7.806008079,7.975265226,7.795140068,7.863334318,6.022009024,6.5517455,8.929223071,6.723241259,7.933451701,7.9634975,6.319742714,6.914954462,10.90167123,8.386533831,9.676777675,9.026075321,9.949719044,9.838421645,6.671432868,10.3502728635,6.808600077,8.106078926,8.947669358,10.07656047,8.480381407,6.474898078,7.295601785,6.8328213935,8.334900856,10.89019056,10.68940032,8.032529737,6.996191539,6.331535465,6.225978208,Control
GSM1033121,7.695607477,7.452159433,8.42789375,9.5859754425,7.175607944999999,6.800172716,7.6307366835,10.09087733,6.436939079,6.4560276850000005,6.334896206,7.661314342,7.209963625,6.881322071,8.043704156,6.4051622185,7.999379007,7.145256741,6.688470216,6.238638062,6.420490619500001,9.962284517,7.103117849,7.590746074,8.603306114,7.102635183,7.550423328,10.03537055,9.505206239,10.716337925,10.10837183,10.746155,10.78790257,6.764802637,10.681633139,7.988870162,8.628384779,8.717045037,11.40957349,7.192488473,6.407229735,7.155487549,6.8694899245,8.143822058,10.29019545,9.871198472,9.668996919,6.909620434,6.183432832,6.680784465,Control
GSM1033122,7.949917084,7.232190415,8.199150674,8.4345501595,6.562435204333333,6.663392651,6.773263870499999,9.968211518,7.325962036,7.4155900615,7.025006388,7.658273429,8.2223237315,6.917552017,7.827503118,5.7045481445,8.591310837,7.404680415,5.98908522,6.413352394,6.096587498,9.725066817,7.28242489,7.521667152,8.793073925,6.68994018,7.511733782,10.90297013,9.12558952,10.463923485,9.782316929,10.56546728,10.7659634,7.161031885,10.682971194,8.008606169,8.430192039,8.873454686,9.557125985,7.915354518,6.685233025,6.373455513,6.54835371,8.131868308,10.20637151,9.998721374,9.374682664,7.819994061,6.237318343,6.342225477,ASD
GSM1033123,7.17685406,7.270684559,7.378714869,9.75468289925,6.767283717,7.528237461,7.759278517,10.46513555,6.798629349,7.027765138,6.847868339,7.724447289,7.1946347275,7.169677492,7.821469725,6.6572174885,8.916270988,7.082672507,6.265005953,6.425835099,6.2817677,9.534397611,7.182717749,7.743780931,8.247124513,6.669484981,7.228158174,10.67681121,8.627574458,10.0427282505,9.37534119,10.37979005,10.239155,7.956850528,10.551338771,7.703709852,8.23747999,8.783358752,9.728016152,8.295447642,6.753090273,7.427921895,6.6579030075,7.979543082,10.73832143,10.20816945,8.83445529,8.552670763,6.30597181,6.520602821,Control
GSM1033124,7.918489718,7.160780261,7.773846737,7.895720682249999,6.772053540333333,7.322292429,7.071220692,10.20166414,6.493736003,6.79732958,6.659933538,8.386120994,6.971250395,6.751297126,7.677713438,6.6344970905,8.068845129,7.087102475,6.686347189,6.538968669,6.356620487,10.08265641,6.924652108,7.549854177,9.037006792,7.00223527,7.667659196,9.742768708,9.439969023,10.72967298,10.30520635,11.07772186,11.0339678,7.221003825,11.009523274,8.121421315,8.657696075,8.799867662,9.727295733,7.067893241,6.286054182,6.957044896,6.80448241,8.271951131,9.763841672,10.1767198,8.709026646,7.593536111,6.038239563,6.717056422,Control
GSM1033125,7.635246293,7.250254644,8.541189565,9.24093714975,6.635248541,7.298951048,8.2715236855,10.14219096,6.537265677,6.865776222,6.41611995,7.905917453,7.5544282615,6.911009053,7.644762596,6.3589243155,8.364130122,7.902514094,6.458608723,6.535259259,6.322268307,9.703752098,7.240517705,7.446046741,8.188448126,6.627257446,7.120392598,8.668251007,8.671728056,10.36965715,9.482738475,10.45378669,10.3572492,6.614057484,10.899569299,7.924253964,8.388011559,8.910613119,9.750689193,8.197817892,6.819514103,7.07221011,7.3601408455,8.066205635,10.55522223,10.10449022,9.451216066,8.405261281,6.22852116,6.74692139,ASD
GSM1033126,7.210169807,6.779064278,8.379681923,9.362737801,6.725882722333333,6.305482905,6.587961624,10.52244693,7.041195983,7.447174448,6.975794727,8.258212949,7.977104904000001,6.650720945,7.436093791,5.874586265,7.814938833,7.295050692,6.777831554,6.546881714,6.338747548000001,10.2890202,7.132880134,7.637297271,8.73499014,7.146959492,7.623377851,10.38198083,9.396181602,10.6195452,9.903468277,10.48886699,11.1303409,6.610575716,10.87732893,8.156209662,8.494725995,8.443625519,9.104775656,7.563568461,6.873347133,6.257477609,7.038479755,7.875815643,10.13440125,10.15484162,9.203201208,8.427091904,6.325430408,6.489275365,ASD
GSM1033127,7.136122987,7.821469725,9.208131526,10.21794361825,6.752432146,7.62509896,7.1218106705,9.588263134,6.885263435,7.191953239,6.842207054,8.051177567,6.8330223530000005,6.715929314,6.929275227,6.5335014375,8.701619154,7.684626739,6.323502908,6.558481462,6.164597661,9.399401849,7.297420689,7.581329164,7.952712632,6.360480841,6.786484764,9.546333222,8.154119921,9.927764532,9.154114629,10.24116418,9.961536176,6.974809767,10.628279379,7.442176038,8.404838046,8.956979207,8.664608117,7.079764396,5.864235067,6.764802637,6.970819428,8.243147812,10.11106218,10.19096966,9.646511557,8.583535693,6.206013608,6.495639027,Control
GSM1033128,7.802355686,7.441671262,8.838237847,10.262755074,6.574343114,7.182996006,7.643315467500001,10.13751935,8.11773524,8.6785590635,8.079453713,8.288149871,7.691111494999999,6.980119472,7.8767168,6.041425492,8.668704998,7.421406124,6.353718922,6.351494004,6.0379885775,9.492886952,6.833869891,7.804839094,8.186627268,6.75952596,6.92833195,9.985258659,8.473972904,10.1248465395,9.420740083,10.28512281,10.16610203,6.821954681,10.577246207,7.426822352,8.104127699,9.122548097,8.836349564,7.095567576,6.428983692,6.950981027,7.1643497015,8.323049791,9.714648945,9.47084707,8.893059668,7.957786819,5.787507971,6.416456655,ASD
GSM1033129,7.496425212,6.67675859,8.257152232,7.9943517405,6.598172288333333,7.23754311,6.813777539,10.65795845,6.335601304,6.640649219,6.395610492,7.828738329,6.755813336999999,6.83009647,7.567973781,6.531328219000001,7.871506987,6.557684008,6.332801966,6.273166304,6.2684751685,10.24316253,7.153948363,7.434497781,8.54801494,6.728281871,7.563568461,9.421407056,9.442959151,10.87054166,10.07656047,10.6845314,10.8887775,7.144996913,11.181860074,8.183201872,8.763861005,8.658471429,9.353563087,7.274087736,5.942771245,6.782542614,7.461461354,7.812517839,10.26165233,9.825145832,9.730237021,8.595170695,5.594201605,6.559660206,ASD
GSM1033130,7.645624416,7.112591793,8.594040159,9.6669252465,6.955466644,6.723434512,6.9547964555,10.38632281,8.101461476,8.450086599999999,8.029262439,7.886358338,6.8907955275,6.859167087,7.862703539,7.0735527045,7.795140068,7.198570727,6.878402189,6.862462801,6.0618510615000005,9.99542967,7.198182857,7.590197494,8.626377621,7.0049908,7.598740567,10.42937383,9.304037983,10.670064575,10.01826397,10.63111385,10.71512673,6.526001699,11.180925874,8.090223139,8.466741034,8.649976407,9.254963881,6.89945362,5.809196919,6.67012725,7.527850866,7.952411123,9.730237021,10.1920739,9.584971119,7.909357412,6.146347743,6.778669339,ASD
GSM1033131,7.319760046,7.348326822,10.92427607,9.67997737575,7.135635283333333,6.357072295,8.688695942999999,10.0704249,7.967834361,8.4589745105,7.931238742,7.739790515,7.4413461775,6.758884456,7.814058527,6.981957308,8.466741034,6.903869909,6.534675984,6.03007896,6.3171488235,9.60131659,6.908907189,7.822076301,8.393057604,6.881802234,7.595864421,9.96577863,8.924742009,10.226335290000002,9.771682917,10.43836978,10.46179556,7.357456465,10.7600599695,8.030986316,8.300991165,9.043410832,9.986965084,8.032194452,5.80933407,6.319742714,7.3189313615,7.999025433,10.14900345,10.18159005,8.859649111,8.505089248,6.120767901,6.482667489,Control
GSM1033132,7.450470608,7.153691285,8.208183334,9.40708637275,6.903813618,5.969856489,7.57667039,10.52942165,7.042584318,7.446558961,7.020444241,8.038043622,7.3208823965,6.363505592,7.618761083,6.37730599,8.317404047,6.694296298,6.540338922,6.47119309,6.290882889500001,9.95477957,7.044461573,7.517212831,8.575330586,7.003819914,7.46872475,8.441469709,9.244537033,10.529266735,9.875136783,11.02634174,10.63690041,8.619071018,11.154011125,8.236344403,8.497297814,8.807106436,9.843716059,6.27185606,6.216456874,7.059036508,7.3768973755,8.034463861,8.728408033,9.983527372,9.693865348,8.143502484,5.667142624,6.417594162,Control
GSM1033133,6.724083573,7.803553908,8.25125424,8.507217284,7.392117814666666,6.512367821,7.894789493499999,10.94967319,10.32566488,10.59299714,10.10541314,8.999125072,7.7481162885,6.605724804,7.560367489,6.9503984125,7.893785367,7.323371947,6.878810288,6.26382548,6.413290073,9.137891678,6.885263435,8.110566191,7.980263793,6.249737694,7.165811375,9.823435625,8.448568458,9.846309995,9.354065499,10.06675452,9.902696083,6.200087811,10.4271049575,7.525582594,8.044349014,8.699915056,10.16527274,7.474968574,6.579777265,5.774283295,7.4790027395,8.704152835,9.859768741,9.438174328,8.327803524,8.191729335,6.461866976,6.296730593,Control
GSM1033134,7.269170774,7.573093845,9.213233182,9.85125817125,7.122013851,6.911009053,8.096415247500001,10.85221949,8.367809788,8.640618587999999,8.177662181,8.384669841,6.7557694525,6.482068081,7.460681336,6.6397862305,8.404085748,6.821954681,6.323326233,6.132962226,6.2032315545,9.944897372,7.09630591,7.801426597,8.85148542,7.02479838,7.658273429,10.0106522,8.909618259,10.335085835,9.92283178,10.62129979,10.87956622,6.899217682,10.687710222,7.828738329,8.174655412,8.944200041,10.45163644,7.599835207,6.495061266,7.705437819,6.827798283,8.137508495,10.68698406,9.963193881,8.859190216,7.625378542,5.639727095,6.393250938,Control
GSM1033135,8.085896722,7.022349314,7.926750091,9.00480407725,6.976398503333333,7.046611394,6.5691410375,10.54467977,6.561990913,6.747667246,6.467479617,8.2825149,8.0929504635,5.885058959,7.940732127,6.499895501,7.336424658,7.331446667,6.99840941,6.147112101,6.2689189955,10.07913679,6.733772225,7.847391423,8.638481402,7.203263095,7.564657074,10.28512281,9.632382682,10.94139618,10.26897746,11.01684707,11.04196865,7.873690274,11.145183007,8.62475061,8.677503191,8.049276364,9.895402473,7.126796815,6.29839339,7.220489437,7.7914236395,7.539697221,10.09833398,10.05150205,9.534397611,8.631283438,5.771666993,6.153857188,Control
GSM1033136,7.574176143,7.199687574,7.963213161,8.201527676000001,7.088166688666666,6.933745224,7.069955551,10.74229837,6.268068518,6.786065621500001,6.473712119,8.133254086,7.003256975999999,6.486779835,7.383427137,7.0818233735,7.964520434,7.520825606,6.200414881,6.287649657,6.3860425205,10.61305776,7.052521389,7.517212831,9.127456317,7.484174927,7.833427838,9.665376257,9.884086355,11.132395685,10.81723575,11.2030029,11.52089414,6.428983692,11.127997515,8.873927179,8.461876806,8.428274817,11.37224629,6.975063562,6.184746321,6.778037846,7.2937317665,7.877031464,10.05494441,9.749404455,8.92322505,8.047579321,5.79379892,6.086644265,Control
GSM1033137,7.342108751,6.950740053,9.242936115,8.5741170455,7.781377685333333,6.526913508,7.8084526935,10.08973637,8.891083718,9.024900771,8.701619154,8.789578056,6.556731355,6.500412989,8.162350094,6.0438017565,7.396049564,6.876780586,7.0324622,6.223176293,5.956480690499999,10.04773629,6.861832587,7.461263798,8.473972904,6.7187035,6.971636381,9.531836409,8.961520053,10.44713377,9.85037162,10.98366621,10.73294081,6.540711521,10.90187659,8.207488655,8.156544745,7.994029573,11.30597464,6.834288973,6.364399313,6.51703687,7.8522649235,7.8516237,9.640870083,10.3013797,9.152523312,6.803514297,5.409259623,6.13842147,ASD
GSM1033138,7.31897122,7.544100743,9.420740083,10.19511760575,7.321871866666667,6.439620954,8.326514858500001,9.82592281,9.495380541,9.632525616,9.438818906,8.720608374,7.585838516999999,6.383269298,8.366625461,6.6572265255000005,7.651905341,7.938807856,6.700318603,6.334097068,6.310824049,9.745781975,6.779064278,7.947804939,8.600899225,7.183472444,7.417912818,9.897796199,9.119393992,10.518247685,9.765434027,10.90167123,10.67556715,6.943070061,10.602947131,8.125857325,8.090223139,8.464550775,11.04652875,7.61455262,6.003936389,6.283663347,6.8276749385,8.118061664,10.01826397,9.391203729,8.502022642,7.865060681,5.847005753,6.248726635,Control
GSM1033139,7.312334267,7.267593058,8.124813124,8.3088391345,6.950952113333333,6.840026988,7.0171015765,9.512368396,6.778037846,7.029702386,6.77604953,7.661004917,7.982240772000001,6.293086375,6.944864647,6.724420288999999,8.134788444,7.129713963,5.626717145,6.191976978,5.9282987045,9.883305143,7.265777055,7.450470608,8.509366207,6.854481416,7.342355029,9.53252142,8.784168601,10.318561275,9.701574551,10.58724207,10.42520095,5.913551171,11.0823613815,7.737396595,8.28494839,8.363415697,11.88304943,6.19229508,6.63438874,6.629327501,7.999625977499999,7.921059201,9.622774154,10.28313337,9.388074506,7.979543082,5.652527979,6.475098861,ASD
GSM1033140,7.247571753,7.45907062,9.204879602,9.739948117,6.727405711333334,6.617406008,8.3590982825,10.75004066,8.502435572,8.994141069,8.556521315,7.775003512,6.9585998865,6.242399086,7.072715069,6.6838727765,8.600059033,7.731845592,6.18796044,6.069495411,6.13425687,9.739817599,7.336135149,7.7856737,8.898668007,6.998638125,7.562174084,9.370482427,9.072601084,10.54366614,9.897013274,10.59611644,10.61772699,5.953314319,10.58915353,7.829387514,8.543097859,9.07994303,10.77165629,7.683166511,6.42196349,6.630768647,7.434448957000001,8.261702023,10.39314433,9.613028548,8.975046262,7.579039516,5.886537778,6.311485447,Control
GSM1033141,7.772277113,7.391618633,10.24010371,9.7388391155,8.607278417,6.208316144,7.090384281,10.91029056,9.052220228,9.3040708095,8.754400261,9.430851592,6.552701559,6.315503775,8.823376306,5.791970903,7.047328256,7.189208513,8.62475061,6.118994399,6.316409781,9.514303139,6.708573175,7.936960674,7.993449723,6.422342892,6.853089616,10.05756643,8.621968297,10.0263629485,9.35982039,10.74229837,10.43395214,7.393903198,10.2394387205,7.494014381,8.401503823,7.918778673,10.55407436,6.937233042,5.62859806,6.471017325,7.0057463205,7.531530019,9.868760506,10.63346925,8.432616063,7.530400876,5.672056126,6.021723068,Control
GSM1033142,7.902514094,7.241234937,8.308146636,10.0821874355,6.994869045,7.025006388,6.502543868,11.07624033,7.173616498,7.327992437,6.964747969,8.123740862,6.520491178,6.475098861,7.519446201,6.1951542085,8.005168284,7.217250393,6.226473254,6.023232551,6.101295541000001,10.16144074,7.130847944,7.62118965,8.956503503,7.307177894,7.90151349,9.338847063,9.491611729,11.0591164,10.15575087,10.90026749,11.13507527,6.31616792,10.737998685,8.327090716,8.371610225,8.459050008,10.08007617,7.491589803,5.831498419,6.782165244,6.8756975485,7.860820152,10.22817938,8.972590703,9.274679651,8.449229719,6.403967162,6.454064635,Control
GSM1033143,7.2091942,7.021650974,9.305817114,8.91894973025,7.179382846,6.957312936,7.632748438,10.62747563,7.309854867,7.832303624,7.321795306,8.080738921,8.26521243,6.707737066,8.00922476,6.959450209,7.907467578,7.663912938,6.670981955,6.132822695,6.212108582,10.42937383,6.805978552,7.383141584,8.936540286,7.284434317,7.953715342,10.20903187,9.698066449,10.80360987,9.946588425,10.9172283,10.88210638,5.797206501,11.250662866,8.588990668,8.348845738,8.55026301,10.36607127,7.857708366,6.50871026,5.681103869,7.3385915665,7.617957421,10.30622957,10.16054752,10.05677052,7.873058365,5.997425747,6.253387196,Control
GSM1033144,7.724765246,7.188757129,9.212650549,8.0842551975,6.789726381333334,7.056360631,7.7870201495,10.2890202,7.94169217,8.1201922705,7.75369266,8.108553694,6.986685451,6.463378416,7.974296355,6.8743565665,8.078081638,6.855162108,6.30076192,6.227592293,6.0076403005,10.12021126,6.797317541,7.447986159,8.778151787,7.038796269,7.619824741,9.313428316,9.104775656,10.580673255,10.03163836,10.74490063,10.86108886,7.564657074,11.066407031,8.263934497,8.47096287,8.663750408,9.480748591,7.000288259,6.053644381,7.353207534,7.243806669,7.768074513,9.469652642,9.666757754,9.779996992,7.911522304,5.522808164,6.325595423,Control
GSM1033145,7.73421049,7.233480409,8.320373468,8.099536523,6.436352404333333,5.619231635,7.700530743,10.82133624,7.403052768,7.5083435155,7.102635183,7.573348757,7.542742963,6.363886764,7.443251844,6.910351497000001,8.406043888,7.052060333,6.419750915,6.016159915,5.5823242615,10.26479185,7.030780889,7.556678251,8.83093025,7.623377851,7.571440918,9.799856386,9.354685845,10.689750335,9.58688893,10.9203093,11.04955731,6.978701104,10.738810513,7.930251886,8.4607293,8.613375473,10.8887775,6.856487505,6.36675694,7.323371947,6.999567184,8.23747999,9.957352922,9.754477007,9.678069795,8.177346821,5.564106893,6.163965326,Control
GSM1033146,7.730115013,7.014672445,8.401503823,9.39813991,7.339607439,5.645319742,7.276843227500001,10.7176008,8.233881207,8.6673158875,8.220778532,8.652231446,7.713807517,6.596633575,8.368555571,5.822855811,7.303912742,7.110825606,6.937906442,5.979430599,6.1273673705,10.33417236,6.699020923,7.716002744,8.755674099,7.055856917,7.865347841,10.111906,9.38753602,10.72512336,10.14698306,10.73698659,11.0324002,7.688109247,11.285847804,8.172207553,8.414402086,7.807480512,9.015973572,7.205335663,5.853693379,6.63438874,7.198689882,7.243793646,9.658328648,9.787551333,9.494120907,8.074124866,5.770992196,6.2620048,Control
GSM1033147,7.299741893,7.490781249,8.741038581,8.0328500185,7.339226492666667,7.270684559,7.403831879,10.72131114,7.51578322,7.942930690500001,7.387367355,8.736319123,6.6473261845,6.555339924,7.875550001,6.606884723,7.547456483,7.270213831,7.25281657,6.627481756,6.304421304,10.03621946,6.918202533,7.584377792,8.774196826,6.774490616,7.661314342,9.316434008,9.3260474,10.457859335,9.72301725,11.03096311,10.62269705,6.707511577,10.8746535595,8.060356606,8.883200519,8.294737776,8.781121917,7.009977219,6.053918481,6.420824332,7.2506422045,7.857412283,9.524315559,9.57173379,9.908968396,8.273767,5.779550595,6.212133671,Control
GSM1033148,6.9864608,7.142471064,9.484144573,8.1523075665,7.120903927666667,7.160780261,6.4862445275,10.24010371,8.115789066,8.536658412,7.940375098,8.676269172,6.8106291125,6.301802711,7.437957369,7.0695158775,7.284979077,6.933048356,6.988953355,6.370151759,6.1268627815,9.964894703,6.90620812,7.550423328,8.286365112,6.587688072,7.250046368,9.180371946,8.968787469,10.31204585,9.703752098,10.15858802,10.57389922,7.958116661,10.812962175,7.825377388,8.466389571,8.056361189,9.60131659,7.342355029,5.959335901,6.951418259,7.57016253,7.649036153,10.04411262,9.460262593,9.099686297,7.906243362,6.100189086,6.211819948,ASD
GSM1033149,7.382372096,7.699604641,8.070181669,8.194074059,6.698413381,6.942086159,7.0154363515,10.3449355,7.006439938,7.270789189,7.043535685,7.770158676,7.2967621365,6.30961762,7.206139536,5.9945071905,7.836099292,7.433988637,6.559439612,6.797073634,5.7867984275,10.35616072,7.068096784,7.513913335,9.050744088,7.236226901,7.634643758,9.427791078,9.158653658,10.932290135,10.23420468,10.96152016,11.10200721,6.456678766,10.9063150585,8.278242289,8.339446056,8.324133085,10.15001566,6.841110186,6.211485783,6.367248993,7.023658627,8.17432736,9.733133183,9.356597599,9.112797434,8.21114955,5.639488734,6.570300309,ASD
GSM1033150,7.288339115,7.750864251,10.22425865,10.3226926145,6.504511942333333,6.370151759,8.430567899500002,9.212103902,8.603306114,8.7861804735,8.43300406,7.928655509,6.767181733,6.576858211,7.748946258,6.731906725,8.018973607,7.913784207,5.886774945,6.067849403,6.226401701,9.702322975,6.819514103,8.115789066,8.56656218,6.883195086,7.623965145,9.463902098,8.837292053,10.569173165,9.962284517,10.64923317,10.70101042,7.021409049,10.396845722,7.960065443,8.461876806,8.622313563,11.14204616,7.616840672,5.68605929,7.13665332,6.691708945,8.49041383,10.36913411,9.566293625,9.17814345,7.597530607,5.936019219,5.68139101,Control
GSM1033152,7.966947972,7.171201085,9.098114507,9.02121431675,6.751885221,7.131107991,7.266657418,10.50035083,7.194257998,7.356035455,6.95301249,8.038710197,7.610764988000001,6.143472977,8.333445055,6.5465307565,7.441671262,7.247327048,6.425639417,6.190062248,6.1824447615,9.969066564,7.009977219,7.825957484,8.744943736,6.852423453,7.414051506,9.78827673,9.070988556,10.557847135,9.98266826,10.98963987,10.67556715,7.591872116,10.920037426,8.180764312,8.65684078,8.20236071,11.21010004,7.596152817,5.817940861,6.913995307,6.876167999,7.567116683,10.43725502,10.16428624,9.340754055,8.527896344,5.794501933,6.129225481,Control
GSM1033153,7.412899108,7.475498948,8.876686215,9.31010531875,6.692669551,7.237024905,7.8638817805,10.45832561,7.938807856,8.0128119575,7.846449909,7.57703327,7.712189283500001,6.606541243,7.600102497,7.118171989,8.011470343,7.280380761,6.496849706,6.542830024,5.951780016,9.827321657,7.200985383,7.425427519,8.494348108,6.97797322,7.449572068,10.32975105,9.217764752,10.48946559,10.06291444,10.95693498,10.73949045,6.439620954,10.8069002255,8.053778981,8.444389446,8.841809468,9.959725022,7.325440594,5.761024184,6.771616539,7.2038852955,8.146715886,9.650072976,9.702322975,8.614205843,7.45372117,5.883989402,6.329458874,Control
GSM1033154,7.551570401,7.810968932,8.554264468,7.575164824250001,6.729630516666666,6.323653593,7.6212868005,9.902696083,7.277100361,7.436853205,7.250254644,8.323411865,7.707925671,6.639037274,7.795390608,6.1364106055,7.564397266,7.525858588,6.344853121,6.437516996,6.1034769135,10.49931622,6.891635001,7.717210147,8.932120556,7.028672956,7.950873458,9.888268121,9.657011781,10.92464671,10.05402506,11.14714356,11.1837955,7.53452559,10.9025356485,8.244237317,8.865910554,8.162350094,9.889011284,7.27761127,5.687496348,6.982545717,7.1413009035,7.931537075,10.0620539,9.409309399,8.694485218,7.934362618,5.984352132,6.521556752,Control
GSM1033155,7.295345373,7.982850246,8.479547536,9.6469697395,7.664510172999999,6.939259235,7.141491524499999,10.71999783,9.012335499,9.175191469,8.738859238,8.874912357,6.8050164625,6.759974704,8.512479969,6.615046403,7.461802807,6.88645758,6.656225035,6.39848179,5.780687342,9.748631542,6.821750584,7.413185492,8.08171445,6.416284397,7.073233901,9.810913184,8.709026646,10.3191211,9.51165725,10.08345968,10.43171841,7.282904475,9.836844757,7.479580975,8.775576196,7.894774994,10.14517372,6.323013665,6.058037559,6.017686747,7.218998479,8.059991624,9.270158052,9.496100469,7.687001444,8.104127699,5.706882007,6.265502375,Control
GSM1033156,7.324887308,7.986461138,8.294347853,9.53879591625,7.020046714666666,7.003360638,6.955504542,10.17189655,7.616240447,7.5563517605,7.344939386,7.762103233,6.766582178,6.655199287,7.454554237,7.267573452000001,7.998015469,7.874295055,5.911066933,6.286054182,6.504677083500001,9.427791078,6.914954462,8.243833013,8.21587526,6.631605825,7.234503285,10.41208953,8.931688447,10.335766575,9.752953497,10.25180474,10.21754751,6.065994356,10.3971156175,7.647642776,8.274160381,8.911967543,11.23380798,7.756752517,5.992813784,6.291267718,7.0686153525,8.604188056,10.20637151,10.00440407,8.945312232,8.515568369,6.359762048,6.498566271,ASD
GSM1033157,7.023311584,7.257165234,9.449919242,8.15550521575,6.891630438,7.027508013,7.3629883055,9.627058362,7.406299498,7.428348609,7.033956813,7.489486672,7.706047432,6.680591428,7.2811407,6.5897973365,8.618264135,7.480604215,6.096124883,6.40686894,6.472398752,9.428338686,6.938814503,8.045271321,8.039677791,6.341843393,6.744598973,9.194825585,8.587817537,9.8706058225,9.392475182,10.2890202,9.959079912,6.498738956,10.5300367145,7.846449909,8.283527138,8.811200665,10.12952961,7.575883004,6.783868377,7.326502916,7.548048995,7.989192561,10.45163644,9.649336764,8.682864836,8.072519649,6.327892451,6.520274266,ASD
GSM1033158,7.45907062,7.137146132,9.109364982,9.01074823075,6.744284449999999,6.641696653,7.0086930935,9.887407067,7.298430271,7.446348023500001,7.159665094,7.602365134,8.270175917,7.110124747,7.789428358,6.623211008,7.632672824,6.713326567,6.418129641,5.969856489,6.3405801755,10.23206726,7.112070191,7.559544692,8.313788281,6.517420686,7.128005134,9.793564676,9.346560936,10.494051485,10.0415165,10.71402858,10.82542434,7.959079147,10.82625941,8.256094635,8.55026301,8.252990153,10.10449022,6.480353484,5.95650974,6.425468271,7.840823951,7.366739225,9.71240781,10.11373167,8.916775932,8.733733895,5.681103869,6.436221872,Control
