Sample,AIM2,BCL2A1,BLNK,C11orf75,C14orf11,C14orf82,C19orf59,C1orf71,C5orf41,C9orf130,CABIN1,CARD16,CARD17,CCDC82,CD274,CLEC12A,CLEC12B,CRIP2,CTSL1,CXorf21,D4S234E,DDX3Y,DSC2,DYRK2,FAM26F,FCGR1A,FCGR1B,FCGR1C,FCGR2C,GBP3,GPR68,GSTM2,HIPK2,IFI16,IGF2BP3,IL7R,IRF5,IRS2,JAM3,KDM1B,KLRB1,LGALS3BP,LMTK3,LOC100128460,LOC100128498,LOC100129067,LOC100130154,LOC100130289,LOC100130332,LOC100130624,LOC100131718,LOC100132199,LOC100132425,LOC100132510,LOC100132728,LOC100132761,LOC147804,LOC283267,LOC387934,LOC389286,LOC389342,LOC389386,LOC390876,LOC391769,LOC400652,LOC402221,LOC439992,LOC440525,LOC441032,LOC642073,LOC642076,LOC642567,LOC643007,LOC643779,LOC643882,LOC644037,LOC644642,LOC645351,LOC646821,LOC646909,LOC646949,LOC647074,LOC647908,LOC648343,LOC648733,LOC648740,LOC648863,LOC648984,LOC649330,LOC649801,LOC649839,LOC651919,LOC652113,LOC653324,LOC653737,LOC654074,LOC727848,LOC728207,LOC728310,LOC728602,LOC728744,LOC729342,LOC729687,LOC730746,MAST3,MIR1974,MIR574,MPL,MS4A2,NDUFA5,NELL2,NHLRC4,NPAT,NUDT2,P704P,PARP9,PIK3AP1,PIK3CG,PIK3IP1,PKN2,PLSCR1,PPIB,PRIM2,PRKCA,PSG9,RNU4ATAC,RYBP,SDPR,SELPLG,SERPING1,SIDT2,SNORA12,SNORD13,SNORD62B,SPOCK2,TARP,TLR5,TMEM106A,TMEM51,TMSB4X,TNFAIP6,TNIK,TRA1P2,TTRAP,TYMP,UHMK1,USP6,VWF,ZNF148,ZNF609,Condition
GSM1033176,7.5737800065,8.977138408,7.500135624,8.997597686,8.228923623,7.305880138,8.333102056,10.09087733,10.013041393,8.596024209,7.538354351,9.015393109666666,6.1765072844999995,6.973067421,5.488688645,7.97610891125,5.631556582,5.707549506,6.904443101333333,7.8827752360000005,7.338581989,8.70326785,6.7901151465,8.118859189,10.55986576,7.770471946,7.911049479,7.592118811,6.1003303,8.303485277,6.236176374,6.729285217499999,6.81036737,10.83209536,7.900050726,11.037926875,6.3132736640000005,7.552781152,7.227095496,6.434682601,11.22094898,6.747813561,6.471784424,7.338883608,6.490337671,8.318806071,11.13872988,8.934470574,5.848503710999999,9.012808538,11.16418386,9.72301725,9.589043469,8.084150551,6.076253555,5.954588567,9.490969188,7.163859324,7.882071638,6.958491657,12.81790447,7.699645460999999,7.036570327,6.637102605,7.742473674,10.95407349,6.278915127,7.998015469,7.062684018,10.00614481,9.588263134,9.366823733,10.98963987,8.842637484,7.850062703,9.0278394895,8.621126456,7.152949215,7.882387133,10.46104506,9.522321854,7.894479487,6.543219218,10.44514792,6.005431336,7.761525014,7.61063502,7.45907062,8.576058148,8.878056207,10.4595097,7.276368223,6.629128224,7.336135149,11.3483214215,8.747535568,6.8924388015,7.622267824,6.690809345,7.7452971885,6.086911706,8.6424970415,8.933502521,8.31495169,8.580122592,8.307413863,7.511733782,7.538629689,6.234392886,7.638729941,9.52360774,6.721564412,7.411340644,7.1747292505,8.944200041,9.707600336999999,10.38827542,8.965354173,10.0034624,8.229985074,7.433988637,8.747104197,5.666697545,7.917839954,6.442653014,7.685189586,9.432126755,9.830495344,7.869726384,6.1398641405,9.880878113,10.3385052,9.893824338,7.321303539,11.0324002,8.803536565,7.283926758,9.959725022,6.439821321,11.08726223,7.398294696500001,6.974031602,8.385417763,9.23751665,8.1199696665,7.77992472,7.608370758,6.00691227,9.615333286,6.713553327,Control
GSM1033177,6.7983112944999995,9.27073343,7.266070784,9.039051845,8.087525127,6.609151095,8.822470603,9.591148911,8.7743995695,7.956850528,7.515504529,8.713007036,6.099026272,6.510876386,5.336236165,9.544826904999999,5.882024957,5.8056631,7.047027446333334,6.9532809505,6.524758359,8.075122297,7.3677404355,7.54125379875,9.909777183,6.701346772,7.215890765,6.87904112,6.330335174,7.615957412,6.022676654,7.391333857499999,7.10840286,10.52244693,8.062615632,10.535309333,6.703725668500001,7.941428542,6.779932676,6.422877692,11.33624653,6.572103493,6.351234894,6.92514348,6.601904707,7.865980738,11.23945756,8.55733039,6.0155978685000004,8.809030356,10.11716565,9.590443721,9.318915714,8.352295098,6.105994021,6.032401209,9.141370084,7.24833207,8.44887879,6.743080214,12.3502243,7.303021555,6.943475711,6.488726902,7.670998775,11.19414671,6.26382548,7.812209641,6.767570167,10.19398066,9.252081218,9.481312256,10.42309835,8.535477563,7.0324622,9.012241774500001,8.045604142,7.043535685,7.602645603,10.032772060500001,9.079510479,7.813427785,6.229143131,10.33746304,6.011291438,7.513913335,7.527714771,7.602890878,8.42753039,8.603759634,10.19604389,7.206921795,7.952411123,7.330440681,10.965685597,8.392288705,6.9628157015,7.541865733,5.9597093,7.695074352,5.597319235,8.202778987999999,9.006084205,8.285660703,8.412042744,8.353042247,6.979881055,7.120392598,6.16284033,7.038796269,9.396874577,6.776523277,6.864565895,7.227592687,8.792192184,8.963296823,10.09555347,7.971890363,9.663312666,7.573093845,7.335645091,9.409309399,6.19757506,7.630037605,6.905343657,6.299716298,8.649086282,10.04077759,6.750408755,5.751334867500001,9.694523323,8.553471933,8.236676902,5.869818086,10.87106745,7.621693984,7.909676185,8.793886156,6.922724244,10.7733895805,7.3165495504999996,6.646301746,9.360477354,8.97086495,8.156488271499999,6.274862061,7.32201989,5.723339058,8.790940378,6.539153298,Control
GSM1033178,7.307481218,9.148574327,7.41507448,8.370507994,8.229276708,6.906657839,8.312644942,10.11821526,10.246607579500001,8.34847003,7.697892517,8.539848363333332,5.9597643075,6.795251551,5.187912402,7.88303266275,5.30264152,6.294242574,6.982436715,7.761810164,6.429954061,8.667844393,6.8838482855,8.0852477925,10.16144074,6.489982035,6.848035616000001,6.530815404,6.629964881,7.991427079,6.060510426,7.5814027,6.948743007,10.59730403,7.519726269,11.43024065,6.388081521,8.435283588,6.99840941,6.337832884,11.41142262,6.475273301,6.633596461,7.160107279,6.53140309,8.188766201,11.09702611,8.795686706,6.0095362365,8.847451459,10.78661568,9.913838605,9.511005699,8.053778981,6.068735765,6.0522384495,9.252655857,7.00077373,8.241804832,7.004061472,12.876765514999999,6.568690448,7.300272698,6.758685438,8.086574381,10.67958317,6.562592678,7.722065011,7.217823154,8.549208713,9.739078457,9.897013274,10.83072184,9.161521788,7.686374339,9.0797094595,8.465671963,7.166284334,7.827171358,10.55671993,9.557125985,8.07607122,6.55192873,10.6380553,6.198717851,7.876094409,7.802043791,7.647324313,8.498090257,8.879930001,10.37568928,7.447986159,7.295848714,7.099002311,11.4960388785,8.875786439,6.8080962839999994,7.776540095,6.51895469,7.709154574499999,5.645522048,8.558375614,8.973089864,8.388813028,8.767983423,8.14017191,7.436618783,7.390741302,6.038781834,7.70816726,9.143662352,6.387205695,7.244552388,7.073973656,9.122059094,9.037735463,10.5725386,8.638481402,10.12302782,8.224235123,7.101630092,8.81520497,5.6785197610000004,8.291805835,6.596633575,7.84676709,9.68382991,9.802783063,7.95940967,5.721949813,9.761833039,10.60000413,9.505823024,7.265042342,11.33974222,7.747716126,7.336424658,9.53252142,5.942771245,11.0740498315,7.283316967,6.983693638,9.040593882,9.263420714999999,7.548448523499999,7.674149475,7.596152817,5.542646501,9.686793189,6.544739415,ASD
GSM1033179,8.906113618,9.517524589,7.391038734,9.734692789,8.05539941,6.96619591,7.892284747,10.23804271,9.6839742995,8.831333091,7.377146935,9.793366429333334,7.3475563825000005,6.691621689,5.849810526,8.422325074749999,5.442414312,6.037832746,8.222141932333333,8.496363591,6.875617248,8.28494839,6.5638139735,7.887855967,11.51264733,9.06722423,9.142263762999999,8.96097421,6.076802049,8.894838418,5.737979443,6.4015760625,7.093575698,11.59286109,8.8368184930000009,10.98999055,6.9378976125000005,6.989666104,8.218607776,6.970704593,10.18159005,8.475235899,6.409792302,6.97282205,6.83451247,7.967531683,11.54411427,9.156406878,6.2462037135,8.377132106,10.7783375,9.0936554,9.705213406,8.471652831,6.100051547,6.2655522349999995,9.267208296,7.054001007,7.967834361,7.412391504,12.150245774999998,8.770634959999999,7.091902304,6.71076164,7.094301635,10.70875046,5.877720146,7.886980509,6.664878704,10.66520582,9.925939471,9.907237223,10.77700284,8.586172918,7.691429755,8.446172283,9.026688126,7.331859418,7.737073456,9.6430480765,8.640874921,7.795140068,6.501000743,9.981765887,6.453364197,7.693847956,7.528237461,7.413770337,8.291095401,8.391896799,10.13141146,7.286044729,6.846399478,7.369883412,10.7171339905,8.669188463,6.4801635045,7.466765961,6.359227806,8.121728788,6.997890253,8.112486814499999,9.092005606,8.110241369,8.394982969,10.51681803,7.787724591,8.400390907,6.616117846,7.634960281,8.398396558,6.616984871,7.312334267,7.0036597615,9.213806906,10.952800405,10.88607959,8.753078785,9.41764174,8.004819988,9.205495992,8.576458599,6.024020887,7.582421977,6.582882183,7.359570502,9.351881503,10.79356109,7.648185914,7.652362716,10.83340778,8.980698254,9.514952517,6.373455513,10.97175961,7.847108225,7.810679544,9.608106458,7.41507448,11.102085736,8.2619153765,6.89207108,8.563739082,8.7281299965,9.5855867505,7.510907882,7.419797027,6.876553847,9.733133183,6.660131326,Control
GSM1033180,6.910217680500001,8.893976373,7.247085131,8.355262636,8.227543635,7.062684018,8.14148214,10.46065366,10.045842695000001,8.056692148,7.452933004,8.691326071666666,5.8605304275000005,6.474125785,5.242093167,7.88372212875,5.469587679,7.102856182,6.756531774666667,7.6516442595,6.206695765,7.873690274,7.0498532385,8.215756163750001,10.33533419,6.851029591,7.0565403710000005,6.723434512,6.193749553,7.055856917,6.348045777,6.9659856725000004,7.136906789,10.53183254,8.159462767,11.451597745,6.660617672,8.250184818,7.457452967,6.302149759,11.23751063,6.572497846,6.238300379,6.483054267,6.589312138,7.865347841,11.08099958,8.670877011,5.6464040865000005,8.516340506,10.60242974,9.669651286,9.588263134,8.022521416,6.035907805,5.3852558495,9.471524497,7.342547504,7.538354351,6.69817224,12.724643945,6.621192703,6.867935725,6.409014381,7.675931739,10.90892633,6.573496612,7.558974264,7.011378955,9.12558952,9.430851592,9.388717103,10.8580588,8.714604877,7.282146402,8.5370322845,8.006662893,6.815516124,7.366206788,10.016311271,8.813426535,7.808935877,6.213440263,10.28033383,5.864349211,7.374805624,7.549854177,7.145623597,8.01050045,8.632374575,10.20816945,6.816634073,6.999102544,6.848107604,11.331027433,8.213016106,6.7741901865,7.442719156,6.104296635,7.387706682,5.68115438,8.2617314865,8.649086282,8.129539348,8.675372715,9.038015267,6.887991587,7.876094409,6.282960904,7.180478054,9.399401849,6.486616108,7.435048103,7.3630536385,8.984067811,8.743195221,9.842182636,8.873454686,9.763130649,8.51593357,7.152949215,8.356298003,5.712616239,7.873987816,6.391810393,8.190232492,9.347154901,10.19785709,7.687818255,5.523098307,9.863056215,10.37671276,10.60123747,7.680848401,11.1922946,7.96414674,7.128720841,9.050256509,5.904035488,10.737122684000001,7.451696231000001,7.249768643,8.359966335,8.938741991,7.9396539425,7.445175588,7.217008965,5.917251683,9.464542974,6.591864269,ASD
GSM1033181,6.670054926500001,8.191323426,6.825930549,7.974934459,7.866327816,7.28678145,7.582175975,10.42726534,10.287509060000001,8.409426069,7.892284747,8.343245800333333,5.9644423159999995,6.357072295,5.391014607,7.67407804925,5.362481924,6.797551302,6.629770030666667,7.4355314539999995,7.786547297,7.794574107,6.790732169,8.23433971525,9.544292596,6.525352664,6.9179967275,6.695626155,5.997425747,7.933164758,6.812436835,7.026087627500001,6.897587498,10.55522223,7.247571753,11.41346536,6.2566071655,8.040353728,7.489999043,5.988208657,11.85672775,6.50156822,6.820639472,6.878810288,6.403441863,7.620115406,10.84379665,8.26029897,5.6877247545,8.4206589785,11.0279915,9.137320494,9.225772594,7.705720932,5.781769516,5.7969064765,9.411360099,7.334338384,7.524190536,7.199687574,12.70692191,6.351189334,6.722394798,6.254920717,7.507231553,10.55407436,5.844337345,7.414835187,6.747813561,8.974102525,9.061375824,8.953062218,10.14793082,8.284257663,7.597815784,8.3528371895,8.169839195,6.56636403,7.735610946,9.8229444495,8.449915589,7.536724772,6.206344194,9.764629164,5.741488679,7.23323827,6.619026243,6.923474631,7.883036419,8.532203309,9.752163359,6.872319203,6.780160915,6.589140017,11.231518708,8.30570502,6.7111131555,7.182208239,6.124593164,7.1332543355,5.775569814,8.0676199375,7.95940967,7.884590957,8.793886156,7.951415923,6.539553023,8.456324544,6.511421594,7.067674169,9.992878563,6.440021987,7.725048008,7.7437213735,8.78286312,8.920837056,9.861408919,9.123537197,10.35295118,8.434915373,6.894608142,7.935916049,5.339501354,8.062960457,6.400058801,7.718715635,9.49474967,10.55037281,6.88666324,5.8049513015,8.7192604,10.11278309,10.02159957,7.556948035,11.34706545,9.428338686,7.29688718,9.782316929,6.375073859,10.5189058205,7.549562785,6.972123877,8.242141447,8.590664423,7.7167271175,7.368052256,7.190206248,6.357461399,9.935010076,6.779064278,ASD
GSM1033182,6.9645610995,8.177346821,6.875438558,8.324863889,7.888287807,6.940452969,8.135804278,10.35295118,10.002411912,8.180444619,7.68255082,8.081671205666666,5.8734695200000004,6.110718581,5.153643635,9.2485933535,5.719660258,7.031049528,6.883249695333333,7.065175302,7.764872222,7.975920022,6.9244671229999994,8.35886066975,9.951550743,6.388941128,6.791471356,6.472959077,5.934414246,7.474140619,6.198379291,7.103850895,6.761035014,10.62499956,7.618470378,11.756970055,6.433603494,8.012155827,7.67210109,6.111327486,11.5088004,6.352099445,6.638932349,6.877484906,6.52249522,7.520268446,10.7538678,7.50565538,6.077691443,8.5596525075,10.83340778,9.352456718,8.392288705,7.566554256,5.729348213,6.1451054045,8.777724274,7.359570502,7.152207346,7.46813236,12.49314875,6.7821443335,6.754407043,6.099041137,7.416065821,10.5677613,6.123086164,7.084950523,7.030501765,9.282025297,8.869644026,8.674586763,9.958166316,8.005168284,7.319760046,8.4681902855,8.11335626,6.517239473,7.389466463,9.596519039,8.874426439,7.691856652,6.005574269,9.774015857,5.643551308,6.921792459,6.858028557,7.367010698,7.844680255,8.479130379,9.6393641,6.699225064,6.679697442,6.663612148,11.2155503265,7.726481378,6.698727164499999,7.189208513,6.105374971,7.196793715,5.517381636,8.103318246499999,8.009835737,8.405657697,8.722884259,9.819431979,6.411290098,7.478763622,6.195308473,6.939990033,9.006084205,5.983327616,7.668503393,7.5359374379999995,8.660496442,8.646523782,9.691067542,8.829522167,10.46944842,8.350011028,6.882069548,7.858040955,5.750686832,7.999025433,6.348232656,7.059036508,9.340754055,10.3852708,7.976592339,5.4985541405,10.22627908,10.38949972,10.09274299,7.07045725,11.48179256,8.352635889,7.660135776,9.176623495,6.227592293,10.539110945000001,7.053507871,7.162157738,7.849748752,8.695942529,7.7239160775,6.9864608,7.13994307,6.375422619,9.944118434,6.654035139,ASD
GSM1033183,6.998206657,8.544218527,6.670566748,8.581674909,8.096622406,6.676536865,7.904692889,10.33088028,10.1341208115,8.36151336,8.144519387,8.762629639333333,5.8504941855,6.4643056229999996,5.349842175,9.940425555500001,5.821354866,6.221553632,6.560438194,7.4703590465,7.670998775,8.342871541,7.1104499725,8.2190597685,10.00178438,6.910095812,7.1816396959999995,6.855604568,6.372926959,8.175678536,6.065994356,7.199645241500001,6.888642243,10.60722582,7.129489114,11.463903425,5.943756623,8.111958167,8.437679948,6.576858211,11.59286109,6.358625884,6.817288195,6.882069548,6.646711941,8.14876917,10.97175961,8.286365112,6.0655393255,8.884680527,10.47410962,9.631690208,9.197207403,8.099795163,5.878178579,6.384735064,9.46277681,7.203513558,7.683776944,7.176588872,12.820916645,6.856593667,7.129713963,6.618638873,8.037712564,11.08885986,6.278734078,7.809217786,7.427371715,9.915398091,9.779996992,9.557125985,10.55407436,8.925774674,7.350402716,9.1699387865,8.248147217,7.033712984,7.861712951,10.223924284999999,9.392475182,8.235984987,6.458790127,10.26479185,5.972450686,7.784823579,7.638729941,7.711661247,8.466033332,8.541952623,10.33314519,6.963050819,6.420288842,6.965229594,11.496488949,8.65728374,6.9500699955,7.793976284,6.224284096,7.7789722235,5.580308756,8.330188785,8.702106373,8.51286775,8.7513803,10.3072569,7.140692309,8.692556996,6.31366369,7.404426661,9.839166777,7.539147878,7.525858588,7.1043786585,9.10873802,9.024675954,10.02523278,8.967762537,10.10106923,8.333102056,7.050414945,8.170896639,5.958451805,7.959079147,6.871639786,7.792733365,9.462119322,11.08278599,7.933451701,5.9137218785000005,9.807946176,10.11716565,9.607383709,7.106985185,11.48882035,8.595607799,7.17685406,9.223560538,6.086911706,10.799480845,7.316532768,7.021143918,8.367432065,9.076866659,7.9088461510000005,7.488935739,7.362145502,6.131312851,9.842957994,6.711385579,ASD
GSM1033184,7.302436525499999,8.743146366,7.262986846,8.692192783,8.325261117,7.00223527,8.038384852,10.11278309,10.1443771465,8.49546343,7.56548255,8.797436804,5.6545186325,6.943923006,5.123566509,10.033731483,6.078513046,6.801952626,6.610320362666666,7.7447678095,6.91572727,8.677095878,6.6185196175000005,8.35348481175,10.33746304,6.521934296,6.787769474499999,6.372926959,6.688666927,7.956850528,6.104000025,7.8087656765,6.798154525,10.14219096,7.514156397,11.205062505,5.9206460245,8.071838891,7.579305628,6.438639155,11.33974222,6.287268652,6.490898305,7.151673418,6.852158049,8.692556996,11.33283854,8.94965776,5.8705747325,9.237722158499999,11.35689837,9.71240781,9.815420728,8.101766306,6.211650251,5.8796289305,9.571054731,7.10504241,7.867877511,7.228940445,12.772358205,6.711219826000001,7.214160242,6.489465537,8.385417763,11.0339678,6.992368954,7.768074513,7.544651992,9.369930476,9.907237223,9.883305143,10.84907401,9.138511513,7.613936357,9.322764718999998,8.274160381,7.37358528,7.800135435,10.64346587,9.621470732,8.105416902,6.832565836,10.8961876,5.910603559,8.123069499,8.359966335,7.366739225,8.653565952,9.248571131,10.70757258,7.300477862,6.582882183,7.255165681,11.4549294105,8.681152317,7.167732297000001,7.968139736,6.247060538,7.745881928999999,5.526235608,8.928521975,9.303355773,8.516326382,8.831797396,9.320116369,7.58560593,7.681988179,6.545317818,7.782067011,10.08219286,6.561021394,7.764872222,7.0122825685,9.433486743,8.657929571499999,10.21930897,8.990595303,9.675181225,8.294737776,6.871422607,8.220434366,6.009950154,8.092701115,6.511421594,7.777756351,9.524900371,10.19697743,7.892602284,5.4980958399999995,9.795195465,10.7101082,10.29019545,7.227904833,11.53159241,8.383521378,7.292000011,9.570383613,6.062854543,11.1760044905,6.9544743415,7.110124747,8.816527783,9.113142210500001,8.012565199,7.50697274,7.605848804,6.088667718,9.497961608,6.576390336,ASD
GSM1033185,6.9236903524999995,8.601307529,7.45959819,8.38242272,8.274540034,6.970929733,7.197905892,10.47971456,10.206450601,8.223519504,7.255433895,8.540506532,5.8815817025,6.721564412,5.369825269,8.8346673595,5.619871954,6.785130702,7.1177931789999995,7.6417583795,7.825678886,8.546443919,6.6742726095,8.380464859,10.19497626,6.949768859,7.199648916,6.749780774,6.294419689,8.413150119,6.756709671,7.612067887,7.132507474,10.72131114,7.707565297,11.461333415,6.691608702,7.938471717,7.647324313,6.239461691,12.19094516,6.336098917,6.715300659,6.591668757,6.205847923,8.476724614,11.07772186,8.658471429,5.8469209295,9.1025392665,10.67435929,9.840665334,9.352948559,7.884885749,6.209138388,6.0273530475,9.480748591,7.321303539,7.613661421,6.838060414,13.04063406,6.8520382565,7.403332198,6.681235606,8.351922194,10.74490063,6.726316655,7.604441572,7.569057208,9.440587232,9.763130649,9.332760377,11.00462564,8.833126355,7.306133297,9.267342971,8.020493619,7.205335663,7.750069513,10.47388591,9.485491753,8.079130236,6.716154674,10.69699352,6.056648562,7.746259664,7.979943697,6.897587498,8.389158576,9.253765087,10.70625366,6.892272052,6.602324278,6.996934229,11.673164525,8.526638245,6.805109129,7.762699127,6.26382548,7.511511339,5.80156211,8.7147304545,8.957451343,8.756957409,8.470202797,8.095962338,7.346202356,8.363415697,6.613411315,7.626293366,10.02253676,6.193909442,7.708706062,7.1586938345,8.843085047,8.981368738,10.21657259,9.042802764,10.43949485,8.131524772,7.126796815,8.56656218,5.820381493,8.202055022,6.116756826,7.718068536,9.271315568,10.85358602,7.947804939,5.8327863275,10.05677052,10.53998828,10.36154088,7.38160662,11.50230424,8.953541376,6.934000987,9.124013713,6.115235567,10.9287921575,7.1962073325,7.628573897,8.743612511,9.095245128,7.5599568575,7.618761083,7.141922071,6.442653014,9.622774154,6.803085285,ASD
GSM1033186,8.032700975000001,10.24602815,6.768791666,8.630839844,8.620670686,7.568228014,9.622774154,9.925939471,10.539884125,8.406043888,7.928317585,9.870325625333333,6.5058518935,6.717056422,5.958056439,8.187769698,5.581147881,6.634813029,6.6816266256666665,8.4037414745,6.369239859,8.328934414,8.5050909375,7.71516861575,9.580893134,8.690905936,8.7787188605,8.34325568,7.447142114,7.884885749,6.183604752,7.345067694500001,6.744783176,10.86533376,7.878789204,10.622596231,5.74087204,8.82719274,7.916598125,6.899693377,10.7538678,6.195649791,6.077377819,7.795955484,6.989666104,7.817656361,10.76192007,8.921724855,5.5171031645,8.174532716,11.00174511,9.032755807,9.618770735,8.398842786,5.949002522,5.2422759375,9.357885773,7.25171527,8.016040512,6.608769886,12.358602535,7.2741987805,6.735945198,7.871824961,7.542941957,11.23236219,6.362947473,8.41396634,6.994741046,9.769267786,10.09931769,11.10042001,10.48435678,8.185231582,7.678566678,8.510921948,8.767161649,7.13164136,7.627134481,9.6122330015,8.514770442,7.623109142,6.849198883,10.27388201,6.189580644,7.778980027,7.736474528,9.092005606,8.540053467,8.99862603,9.889790696,8.165452289,6.894831873,7.102856182,10.783313742499999,8.365550156,7.26789101,7.022134866,6.523262537,7.7157078795,6.809262537,8.098640429,8.870136551,7.959079147,9.290846655,10.03984044,7.390512628,8.187682148,6.417947105,7.489223097,9.141370084,6.631998082,7.052296124,7.493517452999999,9.223002964,9.8714545105,10.77165629,9.293835248,9.207577748,8.924742009,8.355961552,8.352295098,5.306620216,7.557244722,8.157631324,8.272635374,10.03537055,10.44950645,7.805989486,6.393729615,9.161521788,10.30238781,9.106469584,6.738940511,10.25088918,8.023166347,8.867761583,9.812449511,6.417594162,11.377029288,8.368290459,6.831286193,8.334546622,10.31767387,8.7316359055,7.234992012,8.651466112,6.086209949,10.0052877,6.708369374,ASD
GSM1033187,7.2177995500000005,8.357428838,7.325440594,8.671280545,7.664488953,7.073720394,8.298862016,9.86697574,9.5242315065,8.164805483,7.271522488,8.575988724666667,6.3218392685,6.314689387,5.58860244,9.025306871,5.74318204,6.964523953,6.752536952,7.7468147510000005,6.754198519,7.829685158,7.0745902140000005,8.06598438675,10.23621953,8.315290692,8.608904461,8.084509576,5.856724024,8.200623952,6.072245217,7.624674032,6.805769098,10.72774418,8.269080615,11.0970683,6.6551648145,7.625378542,7.193517093,6.315503775,10.99580252,6.922724244,6.443172753,6.777200839,6.41611995,7.51495219,10.83467984,8.214805732,5.6925452825,8.581504838,10.61425562,9.046506251,9.314035043,7.863913116,5.872670877,5.789655037499999,9.147453057,7.411044193,8.324133085,6.915439451,12.813753035,7.2195473544999995,6.803514297,6.289906357,7.520825606,11.01360199,5.98540639,7.390214043,6.723241259,10.17756887,8.869209316,8.903024982,10.0415165,8.189108394,7.283685159,8.6336288545,7.847108225,6.683938107,7.656549558,9.485127838,8.517103039,7.47257824,6.085745555,9.731033214,5.95235917,7.534239982,7.511993704,7.992061089,7.94334382,8.47637319,9.786829395,6.753510399,7.902867212,6.931365681,11.238627985499999,8.182484689,6.9507722615,6.966914672,6.112556409,7.4608274045,6.706004159,8.1053937595,8.111223476,8.166147106,8.596024209,7.481676751,6.951655645,7.149828627,6.167611909,6.968594118,9.321923296,6.333170048,7.50313322,7.720364913,8.967762537,9.476774923499999,10.14418899,8.545684258,10.04077759,8.062960457,7.593536111,8.332040711,5.69313811,7.495105553,6.404922268,7.653079068,9.205495992,9.395515725,7.338330564,6.5655724315,9.625578511,9.761833039,9.286710805,6.717876151,10.98366621,8.450299689,8.105089723,9.226268969,6.578979593,10.599037434,7.9136094009999995,6.797317541,8.574073177,8.729460954,8.49404731,7.414322546,7.027971848,5.620710362,9.876028569,6.525352664,Control
GSM1033188,7.054965166000001,9.351239376,6.992867946,8.293949783,8.312293926,6.785130702,8.958023684,10.0704249,10.51087114,7.999688318,7.957440738,8.960305203,5.992617876000001,6.383269298,5.172794346,9.394364637,5.791797067,6.770544202,6.012883276666667,7.958289281500001,6.880358757,7.992061089,8.026720574,7.9086849914999995,10.10739996,7.001489504,7.261287528,6.803293724,6.559841944,7.889779681,6.583481253,7.024207513,6.925628299,10.47751846,7.39683475,11.204332645000001,6.3375996395000005,9.219475125,7.080450137,6.594853802,11.69089654,6.428983692,6.259630505,6.832565836,6.582251559,7.676211561,10.64783883,8.445911112,5.3195684795,8.0903181045,10.48998112,9.172156357,9.229548149,7.899104026,5.699213972,5.416722847,9.271844297,7.226337003,7.329940718,6.787131943,12.376054965,6.618347403,6.513911092,7.130627211,7.621693984,11.21010004,6.149939699,8.011822103,6.831715553,9.486196239,9.623436834,10.06675452,10.46843225,8.167784968,7.086851283,8.4597212145,7.917525724,7.143687007,7.730115013,9.5808991725,8.326318447,7.46263384,6.437516996,9.861408919,6.228682072,7.759727812,7.58846603,7.42596897,8.273025411,8.61942173,9.635897179,7.661830496,7.338023723,6.933745224,10.8883204095,8.246420804,7.1644123215,7.239315491,6.099194175,7.595362150500001,5.854444749,7.879796798000001,8.564571516,8.015712021,9.053823688,9.690227317,7.326502916,7.861712951,6.683303831,7.244798696,8.97767655,7.062892506,7.310119375,7.216244548,9.516914451,8.902989100500001,10.17003777,8.984663704,9.619406123,8.933502521,7.015402678,8.45177765,5.737228266,7.607797334,7.319217155,7.925254904,9.944118434,10.67300973,8.036045515,5.9446449615,8.98515354,10.37783397,9.264123779,7.254696716,11.14395792,9.044488345,8.001706404,9.234852575,6.165347008,10.9686127845,7.5421319915,6.882941992,8.194249339,9.422412598,7.952988174,7.487238277,7.803253542,5.678765242,9.987907282,6.463763617,ASD
