Gene,Log2FC,p_value,adj_pval
CHI3L1,-0.007882959638736635,0.9202512896746449,0.9785515045969626
CHI3L2,-0.02261685627884594,0.7111243066860289,0.9009006426114832
CHIA,-0.01148383953228045,0.3507632726541764,0.6914060469441227
CHIC1,0.017548610772664657,0.33135350652117534,0.6765717169731958
CHIC2,-0.010898192167582928,0.7620050296530692,0.9226532210839445
CHID1,0.020026249189560932,0.3231629785631863,0.6707415215437347
CHIT1,-0.00682964451510942,0.6880079011501148,0.890886362367455
CHKA,0.017368854198901433,0.14787179941840248,0.4895206118742986
CHKB,-0.025337700903846034,0.3265224268652698,0.673252717809405
CHL1,0.011841408108516029,0.3860978409475678,0.7174223889174396
CHM,0.08266581799931329,0.0030616148585545116,0.07475859249800627
CHML,-0.09395867070604404,0.0042961814968361135,0.0893602513053988
CHMP1A,0.04224242522802146,0.3211643740250077,0.6691137376100431
CHMP1B,0.034407178928571557,0.44518351011726853,0.760137842376815
CHMP2A,-0.029639979022435863,0.2568210605611169,0.6130220537111659
CHMP2B,-0.03762318560164871,0.30498469852274435,0.655042592797447
CHMP4A,-0.002167070851648022,0.951033854010218,0.9872988151777783
CHMP4B,0.05531876375686801,0.032093465271545475,0.24736926738773768
CHMP4C,0.0035122495673079106,0.8502152676121515,0.9563418484238546
CHMP5,-0.1494016023159346,0.014580636648923806,0.16833618197247593
CHMP6,0.0462803484120878,0.022445269093075475,0.20727741008492212
CHMP7,0.048691372219779996,0.20939426745753076,0.5642136885124206
CHN1,-0.0062384044842029645,0.6826283310181627,0.8890009392462512
CHN2,0.009887439221154051,0.6563842677539543,0.8774098340382037
CHODL,0.019175545155220085,0.39412037776778,0.7233404783566068
CHORDC1,-0.14791928871085255,1.4584321618364314e-4,0.013710701284259868
CHP,0.18560016889835235,9.46951627783614e-7,9.219318454825164e-4
CHP2,-0.02312156689423104,0.276022172797609,0.6301229698051475
CHPF,-0.006043491821428514,0.8533264473032574,0.9577712394354143
CHPF2,0.07799335400000004,0.014859518404239677,0.16977405062008624
CHPT1,0.05265835711057741,0.2622012987881542,0.6179644529560923
CHR415SYT,0.022108117635988404,0.2525025388467275,0.6099018042658713
CHRAC1,0.1105135486057693,2.0177532514555096e-5,0.004589906460964856
CHRD,-0.008230380245879297,0.6839762248664505,0.8890898760197333
CHRDL1,0.0058175900281592806,0.671932622452852,0.8845944699930178
CHRDL2,0.009303840616758544,0.6567205146741805,0.8775075000701898
CHRFAM7A,-0.0067091346957422575,0.544684329649764,0.8217594692066001
CHRM1,-0.007626397842032496,0.6266725120829577,0.8637714246679415
CHRM2,-0.013860865606456111,0.16700815735342933,0.5153572616839033
CHRM3,0.028400369424450657,0.13717957033383257,0.47540859917413125
CHRM4,0.005345562098901856,0.767896317746521,0.9256582156310768
CHRM5,0.0032825732472529174,0.8500155878562337,0.9562751436947805
CHRNA1,0.011912996706959542,0.30603002000245777,0.6561219026238924
CHRNA10,0.050184915815934573,0.10555712021325808,0.4285921885173012
CHRNA2,0.01398736494505496,0.5630411335639363,0.83156925760787
CHRNA3,-0.015478197453296984,0.2568270972812706,0.6130220537111659
CHRNA4,-0.021563202847527885,0.22332935939008844,0.5784512031808224
CHRNA5,-0.07397748172733533,0.10378531538253816,0.42473724719516137
CHRNA6,1.6365563324177346e-4,0.9938501181487515,0.9983445339680647
CHRNA7,0.02293851136126392,0.19251247165590252,0.5465806795446086
CHRNA9,-0.02035302125686867,0.1396364082569174,0.4789055394902739
CHRNB1,0.005166015587911927,0.8644080225126519,0.9606855270365656
CHRNB2,0.022405474366758563,0.27137159045594983,0.6257336269475882
CHRNB3,0.028717092427197655,0.19196851103496151,0.5458561733428068
CHRNB4,0.016981890243132004,0.4889493961360192,0.7875170975485282
CHRND,0.010342911521978035,0.5878022673089233,0.8448264042061658
CHRNE,-0.025706387159340604,0.14703714230599468,0.4885129870390462
CHRNG,-0.029662957935439403,0.07372304286808755,0.3649455229345632
CHST1,-0.01622032577609879,0.5187977132209174,0.8065676350502099
CHST10,-0.014309680810439332,0.5148618174425003,0.8037378905642051
CHST11,0.02910241696565942,0.2977658395800573,0.649427335005097
CHST12,-0.05257935883928629,0.25977713830251703,0.6154449553179128
CHST13,-0.04018414580219819,0.6879991009349911,0.890886362367455
CHST14,0.10381567548763776,7.1612610745822e-4,0.033061538222045155
CHST15,0.04170505361813216,0.5342942888960392,0.815717660457002
CHST2,-0.027531792241758474,0.5198792842471798,0.8071817299695967
CHST3,-0.03116144487774711,0.09410848200770026,0.4073626936052326
CHST4,-0.007036280271977974,0.7302153541791787,0.9089194399427886
CHST5,-0.008992029441620888,0.5041838087001413,0.7963651172200764
CHST6,-0.020601474472527297,0.27126184605591674,0.6257058200861056
CHST7,0.06765120867994498,0.23365895583409904,0.5889450069010584
CHST8,-0.009855546421703281,0.6663998638777775,0.8821049133436611
CHST9,-0.0024221481332416697,0.8998350498134698,0.9724283450975963
CHSY1,-0.04376291657417653,0.41183302832320146,0.7367026260509809
CHSY3,-0.031130833561813502,0.15745318192378235,0.5020927138647169
CHTF18,0.012264637928571551,0.6631134412093529,0.88043445027019
CHTF8,0.011906972541208486,0.348599949905113,0.6901286396445812
CHUK,0.009880620907966044,0.7041669111056181,0.8975198008272378
CHURC1,-0.2089986833750002,0.2732014162662875,0.6273421083145505
CHX10,-0.05030772196016509,0.07707005413074666,0.3709992058350442
CIAO1,0.0031194982946430253,0.8762973433276828,0.964549941072715
CIAPIN1,0.03905629199313189,0.10331001316409401,0.42378546843686443
CIB1,0.03325733458791375,0.3631718278481544,0.7004851560509471
CIB2,0.0023051644931316485,0.9239759207355721,0.9794664082749593
CIB3,-0.02638627758928511,0.14019691785434074,0.4795463563596691
CIB4,0.011964141079670344,0.6361268806187038,0.8685663603720624
CIC,0.08251903264285675,0.09386283921860614,0.40684644998843517
CICE,0.017856142664148304,0.35670089679093575,0.6953270862937725
CICK0721Q.1,-0.12029091481181364,0.0014220153443999571,0.04900027874244853
CIDEA,0.006803696145947505,0.5367822417378336,0.8173985176896618
CIDEB,0.0041298368804945805,0.9244247117948596,0.9795359574517026
CIDEC,-0.007899187937500017,0.590142515062944,0.8459911813871033
CIDECP,0.02940424614835165,0.22283507217434126,0.5776470327601129
CIITA,0.005394733766483631,0.8770378215930532,0.9647312401913095
CILP,0.039240393032966676,0.005973232811251373,0.1057847547106427
CILP2,0.01537470142445071,0.4934443738120924,0.7903342411310036
CINP,0.0018248527554944592,0.9486805496471893,0.9863541228971869
CIP29,-0.034589759090658666,0.20735095490286837,0.5625897399885084
CIR1,-0.12766816727472638,0.014017482217907322,0.16467790511400204
CIRBP,0.05430306917582415,0.11304657428603299,0.44084615280296097
CIRH1A,-0.044045868703296825,0.17071003366983173,0.5200388847034842
CISD1,0.021568916374999515,0.5930252162577437,0.846955573810028
CISD2,0.008194850822803048,0.7442730331522907,0.9140726347752998
CISD3,0.013908414185439762,0.5067596148186402,0.7981870316404664
CISH,-0.014611727412087753,0.7530585222856214,0.9178427074514359
CIT,-0.057372411552198,0.00907592778679322,0.1311036855553649
CITED1,-0.04807488160714304,0.009268098668229257,0.13281316404367197
CITED2,0.01448056798214266,0.5846180646527346,0.843196417075923
CITED4,0.1682689263846158,1.1933181187413315e-4,0.011981218913599068
CIZ1,0.025282787178571246,0.21648147508991022,0.5720776014274738
CKAP2,-0.02672575475755536,0.37301200802799284,0.7093661339962302
CKAP2L,-0.04036373959890166,0.3764189885946513,0.7109407497791641
CKAP4,-0.06728710292307745,0.31441480073886363,0.6634943162170319
CKAP5,-0.004478601439560328,0.8626434333338818,0.9603418094253607
CKB,0.04493175006593431,0.24777961065161289,0.6047934647846472
CKLF,-0.011701350391482861,0.723443556775013,0.905738305852817
CKM,-0.02010891742032994,0.3316605081720978,0.6770197539607388
CKMT1A,0.023498067872252823,0.14473912655401142,0.4858028186570931
CKMT1B,-0.03645716401785746,0.03994292788854577,0.2748510226245485
CKMT2,-0.02208346682829673,0.28210848680499384,0.6360742259747012
CKS1B,-0.017424447506181405,0.6833173134368136,0.8890009392462512
CKS2,-0.07557144052678649,0.13411450995769766,0.47070018290093896
CLASP1,0.067036199701923,0.03519881497750746,0.25907374816639045
CLASP2,-0.05798784559890188,0.18845280531397457,0.5417259552687429
CLC,0.10936777141346321,0.4353324950176586,0.7535532353855653
CLCA1,0.03232629790384642,0.0894532915978403,0.3975055347502445
CLCA2,2.587962252746835e-4,0.9880017573765321,0.99708612489599
CLCA3,-0.01219953030357139,0.4958650613958874,0.7917228357845448
CLCA4,-0.008013194969780169,0.6477214102001478,0.8728607822426432
CLCC1,0.00957730329716108,0.5194159454110947,0.8069259994108532
CLCF1,0.04808429573763787,0.13222480031365702,0.46816012417025205
CLCN1,0.04019716301785703,0.06671389789541254,0.34939119189023415
CLCN2,0.03754352928983557,0.05542708200007319,0.32155279286215616
CLCN3,0.02634894166414818,0.16809966586793376,0.5168982484897932
CLCN4,0.0012601564587912011,0.9633200869084316,0.9904987954305998
CLCN5,-0.01475052176373638,0.4272156455216355,0.7471994031702425
CLCN6,0.00846934178800323,0.6147656397150155,0.8577430216730727
CLCN7,-0.0021153561428568436,0.9627532503116092,0.9904987954305998
CLCNKA,-0.04128690141346185,0.011327015628899137,0.14813266464993102
CLCNKB,-0.02766536911401133,0.0945152681137446,0.40811168119573205
CLDN1,-0.020281481549451214,0.26387682576412663,0.6194511934311977
CLDN10,-0.0010117607243586627,0.9327483030150037,0.9820897871865465
CLDN11,-0.02739627473076906,0.17104377656178368,0.5203789512644429
CLDN12,0.025284314641483382,0.27386096230353496,0.6281093709933506
CLDN14,-0.02272639951739896,0.25641006248852877,0.6129871222698355
CLDN15,0.019288551206959565,0.28424200891290613,0.6376027497926635
CLDN16,-0.018681940820741615,0.14992334389527726,0.49249899664163965
CLDN17,-0.001277245590659816,0.9460046235300621,0.9855902747579021
CLDN18,0.015809388429601466,0.12699197091991804,0.4608021588840757
CLDN19,-0.029821374063186985,0.1349309606579833,0.47188297013552005
CLDN2,-0.013602582293956307,0.5108260918753008,0.8009944562523273
CLDN20,0.00863231536950555,0.751671810225714,0.9173607109962443
CLDN22,-0.013042208292582505,0.5158213048466442,0.804433499640941
CLDN23,0.020380872788460735,0.6314235520090686,0.8664645773755694
CLDN24,0.01334344703021935,0.2548332147127814,0.6123174389346616
CLDN3,-0.0014233193914835551,0.9392037086587255,0.9841812369567721
CLDN4,0.06447719918544013,0.008343879266443838,0.12564195008493725
CLDN5,0.038618774542582356,0.5524907035883895,0.8253603242039276
CLDN6,0.00727361742445048,0.670624328366954,0.8841684906553069
CLDN7,0.016363504693681516,0.4632500847362624,0.771349343044852
CLDN8,-0.03975562277884635,0.030707817986409203,0.2411956730919509
CLDN9,-0.012571092159340576,0.47080213603692644,0.7765405934549127
CLDND1,0.03023205577953302,0.41195739407790666,0.73675162469292
CLDND2,0.02169115438736227,0.6936456410420462,0.8928176252742074
CLEC10A,0.043307475396520044,0.1665874671581229,0.514900680125762
CLEC11A,0.08213950754670322,0.015315735016267795,0.17243196588219703
CLEC12A,-0.45176734311504163,6.771566147501391e-4,0.03204868038424378
CLEC12B,-0.20689627978571468,1.9344671555749408e-5,0.00450315295045171
CLEC14A,0.01622076836263745,0.4981822612879857,0.7933452793775331
CLEC16A,0.0336518760947794,0.2713311033211961,0.6257058200861056
CLEC17A,0.007954877589286034,0.7053235069338575,0.8979958877218241
CLEC18C,9.305562197802217e-4,0.9760595532605486,0.9937097369470399
CLEC1A,-0.008630746810439299,0.8484913678925691,0.9554496820765327
CLEC1B,0.06408130784203318,0.46619669549386555,0.7736954664443504
CLEC2A,-0.02221982895192292,0.24412780767479,0.5998222571268348
CLEC2B,0.04971228947115346,0.474183799952258,0.7786852744578387
CLEC2D,5.746034004119941e-4,0.9897921192440386,0.9975052797794683
CLEC2L,0.07846865351923117,0.0019973606674269884,0.05929848086759565
CLEC3A,0.013756580567307709,0.28624322044378003,0.6393735677592041
CLEC3B,-0.002087846214285682,0.9358724373280871,0.983277050421891
CLEC4A,-0.15163303952060403,0.014657021983631271,0.16898372585741606
CLEC4C,0.032295488977335404,0.6484899485940276,0.8729940290926821
CLEC4D,-0.20757723402060466,0.03834056660961355,0.26967974655482274
CLEC4E,-0.03632283294642921,0.45034385508496066,0.7640738133127793
CLEC4F,-0.023238796063187194,0.6160934775521067,0.8582729918765528
CLEC4G,0.021718014520604772,0.5375958753536487,0.8177980247203747
CLEC4GP1,-0.0026931961984893375,0.8343931935787376,0.950287585583368
CLEC4M,0.004282783174450628,0.847228703928774,0.9550444715955623
CLEC5A,-5.744766950551715e-4,0.9899951998358878,0.9975705765008706
CLEC6A,-0.0490831838585166,0.08847870750514769,0.3954112431821348
CLEC7A,-0.13258820566987253,0.13449599734401738,0.47120080407280823
CLEC9A,0.03490453438461491,0.33322861092519607,0.6780455178587531
CLECL1,0.03146331380906585,0.6755551092602103,0.8855534898849806
CLGN,-0.013410064355082484,0.2977458573672102,0.649427335005097
CLIC1,-0.02763639273351719,0.40399193156338975,0.73077999288777
CLIC2,0.02516196772115371,0.44577563376472606,0.7606529329798708
CLIC3,0.11488136553571435,0.19815569400113905,0.5527987010169271
CLIC4,-0.06814382027564148,0.04031248662326333,0.27591375900521653
CLIC5,0.019393034443681744,0.32105315269258156,0.6691077739995472
CLIC6,0.021199356579670505,0.2965710025717868,0.6486939799079281
CLINT1,0.03760142471703296,0.3556080656033652,0.6949355437244591
CLIP1,0.04445946203983578,0.04637926798846462,0.29558200685570657
CLIP2,0.03672756096291226,0.06808466149227882,0.35157652067641354
CLIP3,0.10659968366895663,0.004564282007607177,0.09183359991397562
CLIP4,5.768949478023802e-4,0.9875851508183531,0.9970108964424637
CLK1,-0.0779215931602573,0.08221612150536901,0.3821511365815304
CLK2,0.038322461033882475,0.03375298372533814,0.2535867718780099
CLK2P,-0.03427822965796719,0.049563711929452414,0.3056848147012268
CLK3,-0.06327550551968895,0.009549746482229471,0.13527009923554667
CLK4,0.029044455660713935,0.4626841596874228,0.7712718993728321
CLLU1,0.008127987733516539,0.6579776727442577,0.877813865930361
CLLU1OS,-0.10237252020604441,0.07021670729020699,0.3563103896822291
CLMN,0.005106584982829528,0.759843571127187,0.9214294449640356
CLN3,0.05166044710783023,0.05668715514211502,0.32503906652688785
CLN5,0.07929257483379128,0.0018077333607233368,0.05641492412521507
CLN6,0.007880743961538372,0.8020614381030263,0.939519901864152
CLN8,0.06630005016895596,0.0037875700958422895,0.08410166399707979
CLNK,-0.01359430197115362,0.45403718307672736,0.766262419599873
CLNS1A,0.01768040015934111,0.5582335879168241,0.8291449444122372
CLOCK,-0.06224317077609893,0.17418632701732967,0.5238904640544058
CLP1,0.031682917281593344,0.14375105270272814,0.48424489036723495
CLPB,0.027975925539835213,0.16274715629382183,0.5095130637268027
CLPP,0.02012599126785735,0.5440159596644794,0.821579391052714
CLPS,0.044277417807691975,0.053311541255563186,0.31580932997122124
CLPTM1,0.07029208775961471,0.15135057823162115,0.49409791815074555
CLPTM1L,0.020059720539835218,0.5737826993390032,0.8369706233488448
CLPX,0.07797296210988984,0.00573599932678669,0.10326069181912809
CLRN1,-0.02081543409958808,0.1618806935669928,0.5086245426950926
CLRN1OS,-0.03131559327747291,0.07576082287305287,0.3684837531062354
CLRN2,0.011687131509615423,0.5111083865540085,0.8009944562523273
CLRN3,-0.03881794385989001,0.06371435295540154,0.34036700313825907
CLSPN,0.010155579517857267,0.6091875270431886,0.8548564819956377
CLSTN1,0.03614565463827821,0.1277439510927102,0.4619047459509851
CLSTN2,0.012140272020604583,0.5354289851753937,0.8166886293798368
CLSTN3,0.07113260781730792,0.16852081529172452,0.5173279029345218
CLTA,-0.004047687102563439,0.7965516202560801,0.9371230614767735
CLTB,-0.03215133436126326,0.04712219721362991,0.2978403398301556
CLTC,-0.07017744113049564,0.056052135705789895,0.3234681820219407
CLTCL1,-0.017357415855082364,0.32784000821422443,0.6743046075096679
CLU,0.032319549442765536,0.020280388922036402,0.19715336986658388
CLUAP1,0.002684792942857028,0.8657604988270288,0.9612099462865881
CLUL1,-0.013443181728364909,0.2096223979732045,0.5644569541138941
CLVS2,0.006436509962912225,0.7474288430190921,0.9160475473689367
CLYBL,0.03667554035439576,0.1571691113920936,0.5019066925661102
CMA1,0.0019126112115388201,0.9254147688513831,0.979756633782015
CMAH,-0.03665086531456057,0.3200672121692612,0.6680660033177082
CMAS,0.011688588901098503,0.6333723676085041,0.867519178193203
CMBL,0.026287950649725025,0.23037159702440607,0.5855103498512739
CMC1,-0.08363091371703311,0.0020346369432027223,0.05971867873070193
CMIP,0.0375194705412089,0.05175590292420843,0.3117655750998992
CMKLR1,-0.009572103912088096,0.7355016627006523,0.9102100989222139
CMPK1,0.09446863557074198,0.010059751884622652,0.13886193367186742
CMPK2,-0.24353839016621012,0.03243091521903885,0.24894331745811304
CMTM1,-0.014044606379121137,0.39857614944064357,0.7271965556208461
CMTM2,0.12394397711538388,0.22361938459238076,0.5788684332949059
CMTM3,-0.02690056436469848,0.12375497619651211,0.4566307246626265
CMTM4,0.04368518124560441,4.981172273461687e-4,0.026997253587497917
CMTM5,0.08068216036538486,0.16631871726441877,0.514629323571496
CMTM6,-0.034596661552198295,0.4770132967176808,0.7809648274368239
CMTM7,0.008322267940934013,0.7407625517213778,0.9126952070256418
CMTM8,0.07543020060714331,0.2527106641059444,0.6100591676737898
CMYA3,0.0019744666456042483,0.9163774765862603,0.9775561756695963
CMYA5,0.0014612714395607542,0.9414231361173688,0.9847460786576037
CNBD1,-0.014934650277472452,0.2895546125894967,0.6425777314622925
CNBP,0.0011817745913465345,0.949315026814551,0.9865710348667607
CNDP1,-0.01959929952060414,0.2561641170972521,0.6129871222698355
CNDP2,-0.006412307054945313,0.8588326170855701,0.9592133914936284
CNFN,-0.023680122392857238,0.43881600068533433,0.7563592122356297
CNGA1,-0.027998608950549675,0.07893703159655438,0.3748375876327165
CNGA2,-0.03677063058791208,0.04624050197516118,0.29538671241158043
CNGA3,-7.999944230795241e-5,0.9948403668123226,0.998779167385034
CNGA4,0.0023591979732144807,0.8646689201733873,0.960688898192288
CNGB1,-0.019517687880494336,0.07417778252256929,0.36549247311920074
CNGB3,-0.04858715223214335,0.010459641377302771,0.141927759034161
CNIH,0.03799674985119065,0.29589928541755234,0.6481044949185089
CNIH2,-0.006444411357485997,0.5318632588538259,0.814657980280893
CNIH3,-0.01284371084752738,0.5404768415858439,0.8193937311361733
CNIH4,-0.10117491375000033,0.011528048601405994,0.14911868223138583
CNKSR1,-0.04267926942445145,0.06706383531511126,0.3500328996201107
CNKSR2,-0.0046457902403846075,0.8446884578103536,0.9544041386144498
CNKSR3,4.449337087912407e-4,0.9847252840832992,0.9963930960654827
CNN1,-0.021312497032966934,0.22972187653591428,0.5848768540920433
CNN2,-0.034345590553571795,0.4152966801956878,0.7388061935022421
CNN3,0.09954339667582496,0.018805260890614524,0.1907567851394573
CNNM1,-0.007942082456043754,0.6946938832276115,0.8935596747835184
CNNM2,0.015311139196428902,0.17743979148155625,0.527491062418746
CNNM3,0.14678182465109926,4.033865061929729e-6,0.0017130843707595087
CNNM4,0.01564343208516475,0.45862028698993984,0.7692868805866659
CNO,0.0439914893145606,0.1531408567064187,0.4966046188376481
CNOT1,0.03810804532326028,0.029206750206874982,0.23589362864752983
CNOT10,0.005128420931318336,0.8258066978340799,0.9471014158676769
CNOT2,-0.0031003908571424197,0.9057322283570213,0.9740821228251402
CNOT3,0.0284938183214286,0.41423015453323353,0.7382100961983326
CNOT4,0.019895324639651643,0.17717257831584693,0.5273358197224998
CNOT6,0.0884894105467044,0.03079354293545031,0.2416813990963078
CNOT6L,0.04990514165315896,0.0064690849893557995,0.10989355594287416
CNOT7,0.04658946420604401,0.12467002169949931,0.4577174281891305
CNOT8,0.015412766766483102,0.4924047497169557,0.7894654183258533
CNP,0.03766031099038467,0.07507316453145482,0.36731308002086666
CNPY1,0.01863599585989021,0.271288044499443,0.6257058200861056
CNPY2,-0.019119520663461908,0.5487597350587258,0.8237381545130229
CNPY3,0.01192600807967064,0.7072449809390069,0.8990688390837439
CNPY4,0.024482192587911955,0.1709209600243625,0.5201979062205331
CNR1,-0.040061740487637776,0.07035213048638192,0.3567095922337913
CNR2,-0.0226270389409339,0.32090068282478457,0.6688747667607401
CNRIP1,0.0147057254986265,0.23991245831310457,0.5960731998744919
CNTD1,-0.01759059250412082,0.33240584579711385,0.677464363562827
CNTD2,-0.018068362712911967,0.37029811676934477,0.7071270551773144
CNTF,0.020310089098901574,0.32471180353666074,0.6717892902521106
CNTFR,-0.006865396896978343,0.5041443101811947,0.7963651172200764
CNTLN,-0.017435886527471977,0.4590849837048768,0.7694448545125275
CNTN1,-0.019026497937499758,0.1632151784642574,0.510418966903946
CNTN2,-0.0014650274285713126,0.9407513356196131,0.9846150493965884
CNTN3,-0.013267046840659427,0.47794992435236694,0.7813302990059907
CNTN4,-0.01395930421291215,0.21272968056941824,0.5676042572231735
CNTN5,-0.026732803168269603,0.05726833232274007,0.32655017150998356
CNTN6,-0.009074081042582427,0.696000408393269,0.8939373428586282
CNTNAP1,0.031161709293955904,0.16338585593416863,0.5107494189383451
CNTNAP2,0.18542596404258288,0.1512823065894124,0.4939939491769404
CNTNAP3,0.04256051453434091,0.10718671468765165,0.43188333014199626
CNTNAP3B,-0.004894126048534716,0.7118776209640556,0.9012003993029382
CNTNAP4,-0.010098419969093561,0.42141018059859514,0.7431253204360838
CNTNAP5,-0.039368808199176264,0.00628645204001361,0.10820599253811768
CNTROB,0.02991948601510984,0.19835224394985657,0.5529510882966551
COASY,0.020736731212912245,0.36553600008331666,0.7024232719683856
COBL,0.042407258754120866,0.03926951560100331,0.27255300443919833
COBLL1,0.06316514167857122,0.24055433904257306,0.5967910844409711
COBRA1,-0.008553678491414007,0.6590876074686356,0.8784452124563534
COCH,0.06266270497733596,0.14689872764527792,0.4885048314960436
COG1,0.034851059368131834,0.18297027337800972,0.5350844874568996
COG2,0.08285999477060516,0.0051679563153667245,0.09690226441928083
COG3,-0.025789915085851593,0.24034516536980757,0.5965584086702119
COG4,-0.021348239706044055,0.4159255659953274,0.7390674989239543
COG5,-0.005731229826465139,0.8345830255038456,0.9503209773594141
COG6,0.021911217166209158,0.42891935894592015,0.748651502051726
COG7,0.011752971567307586,0.6565510704687011,0.8774487471784033
COG8,-0.044458772880495025,0.03378483617681531,0.25363646958733826
COIL,0.016236969524725014,0.4732497280350353,0.7780775721460189
COL10A1,-0.019484634409340635,0.3303324619939354,0.6761563180239311
COL11A1,-0.01615837607623637,0.1253972913140851,0.45838493391141544
COL11A2,-0.013085096652930206,0.2587663191184861,0.6147797388444984
COL12A1,0.03443107817032973,0.04573337574182665,0.2940296779997226
COL13A1,0.009772459460851979,0.6399987028827478,0.8704492009345294
COL14A1,-0.03624787822939588,0.08366671352292603,0.3853099779280699
COL15A1,0.00451756007417586,0.7995818723973219,0.9386771851695556
COL16A1,0.011908212366758016,0.5358154367767611,0.8167269152681645
COL17A1,0.0073852002328300935,0.6402019462166174,0.8704861208136333
COL18A1,0.018183960785027726,0.5706546124833639,0.8354323978338859
COL19A1,0.00404128852060434,0.8399779448856541,0.952521924405127
COL1A1,0.0102504554931318,0.586195904929764,0.8441457411136308
COL1A2,0.007252648697115443,0.7088413199961332,0.9000035408848992
COL20A1,-0.032662327104396274,0.1803642308419777,0.5320584150491062
COL21A1,-0.02828108570192339,0.19660419969379933,0.5510036297424483
COL22A1,0.0036006932376369816,0.840007852105142,0.952521924405127
COL23A1,-0.01013074037225301,0.5932552243028357,0.8470146144628102
COL24A1,-0.08767543561401188,0.01708248460268796,0.18228664214739282
COL25A1,-0.01916236389331504,0.10765992488756758,0.4322045241926402
COL27A1,-0.0013109005576926044,0.9365908135229544,0.9834028493371604
COL28,-0.04732821316346152,0.01129374437036747,0.14788217107632004
COL28A1,-0.01943333304395617,0.2563962973957699,0.6129871222698355
COL29A1,1.534755989010738e-4,0.9926129681282929,0.9983311507520878
COL2A1,-0.018153469591346394,0.21928446726671805,0.5749678442103796
COL3A1,0.007472537357142821,0.8169553509890228,0.9445237109117218
COL4A1,-0.0018475284821429896,0.9351297274513177,0.9830228191212043
COL4A2,0.02864081788049439,0.3207617344887806,0.6686294950944824
COL4A3,0.012312601162087697,0.40918792684714744,0.7348714376748274
COL4A3BP,0.08799793959340735,0.042920512761027645,0.28462123528762495
COL4A4,0.031108085314560472,0.2688033974317353,0.6238059241513746
COL4A5,-0.03151285356524753,0.03933571333592031,0.2728193927400486
COL4A6,-0.007863380861721829,0.43885489327004623,0.7563592122356297
COL5A1,0.0026358509725277444,0.8979276205491702,0.9720718386226952
COL5A2,-0.016446447931318667,0.567605263009325,0.8338960947653477
COL5A3,-0.01630303177747247,0.456053764634342,0.7675634965402116
COL6A1,0.018690521460164724,0.3630285413556097,0.7004851560509471
COL6A2,0.02241236245741756,0.1331860775778802,0.4695110660336763
COL6A3,0.04769506012225265,0.054109811137837444,0.3184968954518973
COL6A6,0.010959474604395633,0.540482805725251,0.8193937311361733
COL7A1,0.02116205416620849,0.3554239357575144,0.6948832030058261
COL8A1,-0.014083831049908286,0.2749814825293505,0.6295307110051263
COL8A2,-0.05155901393063267,0.11302110369843914,0.44084615280296097
COL9A1,0.010893354722527294,0.2728873633742129,0.627251050748229
COL9A2,0.07386341875549479,0.12925304872462184,0.46406423937449787
COL9A3,-0.009660070846154023,0.6613706746345709,0.8797932111863369
COLEC10,0.019249052519230828,0.34792211936033324,0.6896221492368525
COLEC11,-0.016774289644230684,0.1603648318664741,0.505931484415601
COLEC12,-0.02237503220741774,0.16919994337129657,0.5181730814330208
COLQ,0.015868647778846175,0.3184163168129825,0.6670248379074445
COMMD1,0.04703255864010958,0.1932839024035137,0.5472691158602416
COMMD10,-0.007054879649038249,0.8464080099922997,0.95504411359681
COMMD2,-0.02406471401648308,0.46404405412072314,0.7719155818592183
COMMD3,5.186225412088565e-4,0.9855732812071281,0.9966049880531372
COMMD4,-0.0012727447355775582,0.9578278002143883,0.9897353314726584
COMMD5,-0.013684972561355563,0.3839960574821141,0.7161125646555704
COMMD6,-0.009263434364697317,0.6789094717307183,0.8871640841036863
COMMD7,0.0928373258653844,0.004442734594728485,0.09036723454623777
COMMD8,-0.0986632694333801,0.01586877323989028,0.1758950330081964
COMMD9,-0.018000452740385284,0.6301683999876162,0.8658109436169775
COMP,0.0076861048131867706,0.702415460168414,0.8968916231851479
COMT,0.0018152664498623063,0.9447007026086706,0.985338657595461
COMTD1,0.05456772086263722,0.09702450357217683,0.4131273045259314
COPA,0.06622441816895673,0.006488040642951125,0.1099572977058921
COPB1,0.038613029396978235,0.19296466890786593,0.5470526069972338
COPB2,-0.039721751934065803,0.12390697683443373,0.45679346760000444
COPE,0.0013773161160703417,0.9574706479404673,0.9896550645368086
COPG,-0.023348384078297323,0.38611893780909445,0.7174223889174396
COPG2,0.009601227899725163,0.8211192575007893,0.9458778558784431
COPG2IT1,0.026773848891483598,0.2402083399239274,0.596317820558444
COPS2,-0.1101932042747257,7.322874593604436e-4,0.033546451454608314
COPS3,0.03597263186126412,0.21973299472829147,0.5753062695592567
COPS4,0.03571946563324136,0.23969867487820432,0.5956171864254328
COPS5,-0.03914550450274678,0.11439915981788665,0.44362142108056585
COPS6,0.01442156729807716,0.6095055398290055,0.8548975407005923
COPS7A,0.006072674605769726,0.8038206505734449,0.9399244139204875
COPS7B,0.05012844820329713,0.08600862092375294,0.3907507337527433
COPS8,1.843180796700936e-4,0.9932848541959028,0.9983445339680647
COPZ1,0.006227584962911619,0.8572616239715927,0.9587809501435922
COPZ2,0.0375436274162085,0.02372400522057313,0.21306512950692422
COQ10A,-0.08021844916483457,0.11509014753957528,0.44419986533801553
